,date,search_term,interest
832,2018-12-02,double glazing,50
833,2018-12-09,double glazing,44
834,2018-12-16,double glazing,38
835,2018-12-23,double glazing,31
836,2018-12-30,double glazing,50
837,2019-01-06,double glazing,59
838,2019-01-13,double glazing,59
839,2019-01-20,double glazing,60
840,2019-01-27,double glazing,60
841,2019-02-03,double glazing,62
842,2019-02-10,double glazing,53
843,2019-02-17,double glazing,58
844,2019-02-24,double glazing,55
845,2019-03-03,double glazing,59
846,2019-03-10,double glazing,61
847,2019-03-17,double glazing,56
848,2019-03-24,double glazing,67
849,2019-03-31,double glazing,62
850,2019-04-07,double glazing,63
851,2019-04-14,double glazing,58
852,2019-04-21,double glazing,58
853,2019-04-28,double glazing,54
854,2019-05-05,double glazing,55
855,2019-05-12,double glazing,53
856,2019-05-19,double glazing,50
857,2019-05-26,double glazing,50
858,2019-06-02,double glazing,47
859,2019-06-09,double glazing,53
860,2019-06-16,double glazing,42
861,2019-06-23,double glazing,53
862,2019-06-30,double glazing,45
863,2019-07-07,double glazing,47
864,2019-07-14,double glazing,45
865,2019-07-21,double glazing,56
866,2019-07-28,double glazing,51
867,2019-08-04,double glazing,46
868,2019-08-11,double glazing,62
869,2019-08-18,double glazing,49
870,2019-08-25,double glazing,53
871,2019-09-01,double glazing,53
872,2019-09-08,double glazing,52
873,2019-09-15,double glazing,51
874,2019-09-22,double glazing,50
875,2019-09-29,double glazing,59
876,2019-10-06,double glazing,55
877,2019-10-13,double glazing,49
878,2019-10-20,double glazing,55
879,2019-10-27,double glazing,58
880,2019-11-03,double glazing,60
881,2019-11-10,double glazing,54
882,2019-11-17,double glazing,49
883,2019-11-24,double glazing,38
884,2019-12-01,double glazing,43
885,2019-12-08,double glazing,33
886,2019-12-15,double glazing,37
887,2019-12-22,double glazing,25
888,2019-12-29,double glazing,42
889,2020-01-05,double glazing,46
890,2020-01-12,double glazing,56
891,2020-01-19,double glazing,58
892,2020-01-26,double glazing,56
893,2020-02-02,double glazing,51
894,2020-02-09,double glazing,63
895,2020-02-16,double glazing,63
896,2020-02-23,double glazing,60
897,2020-03-01,double glazing,56
898,2020-03-08,double glazing,49
899,2020-03-15,double glazing,38
900,2020-03-22,double glazing,37
901,2020-03-29,double glazing,27
902,2020-04-05,double glazing,37
903,2020-04-12,double glazing,36
904,2020-04-19,double glazing,49
905,2020-04-26,double glazing,41
906,2020-05-03,double glazing,44
907,2020-05-10,double glazing,51
908,2020-05-17,double glazing,56
909,2020-05-24,double glazing,55
910,2020-05-31,double glazing,64
911,2020-06-07,double glazing,55
912,2020-06-14,double glazing,62
913,2020-06-21,double glazing,65
914,2020-06-28,double glazing,68
915,2020-07-05,double glazing,100
916,2020-07-12,double glazing,77
917,2020-07-19,double glazing,70
918,2020-07-26,double glazing,73
919,2020-08-02,double glazing,72
920,2020-08-09,double glazing,75
921,2020-08-16,double glazing,70
922,2020-08-23,double glazing,74
923,2020-08-30,double glazing,84
924,2020-09-06,double glazing,76
925,2020-09-13,double glazing,69
926,2020-09-20,double glazing,75
927,2020-09-27,double glazing,77
928,2020-10-04,double glazing,81
929,2020-10-11,double glazing,74
930,2020-10-18,double glazing,67
931,2020-10-25,double glazing,62
932,2020-11-01,double glazing,66
933,2020-11-08,double glazing,55
934,2020-11-15,double glazing,62
935,2020-11-22,double glazing,58
936,2020-11-29,double glazing,49
937,2020-12-06,double glazing,44
938,2020-12-13,double glazing,49
939,2020-12-20,double glazing,39
940,2020-12-27,double glazing,58
941,2021-01-03,double glazing,60
942,2021-01-10,double glazing,62
943,2021-01-17,double glazing,60
944,2021-01-24,double glazing,63
945,2021-01-31,double glazing,63
946,2021-02-07,double glazing,80
947,2021-02-14,double glazing,71
948,2021-02-21,double glazing,78
949,2021-02-28,double glazing,66
950,2021-03-07,double glazing,68
951,2021-03-14,double glazing,68
952,2021-03-21,double glazing,80
953,2021-03-28,double glazing,72
954,2021-04-04,double glazing,78
955,2021-04-11,double glazing,74
956,2021-04-18,double glazing,79
957,2021-04-25,double glazing,68
958,2021-05-02,double glazing,66
959,2021-05-09,double glazing,55
960,2021-05-16,double glazing,50
961,2021-05-23,double glazing,53
962,2021-05-30,double glazing,65
963,2021-06-06,double glazing,57
964,2021-06-13,double glazing,59
965,2021-06-20,double glazing,52
966,2021-06-27,double glazing,54
967,2021-07-04,double glazing,52
968,2021-07-11,double glazing,50
969,2021-07-18,double glazing,61
970,2021-07-25,double glazing,49
971,2021-08-01,double glazing,52
972,2021-08-08,double glazing,58
973,2021-08-15,double glazing,54
974,2021-08-22,double glazing,58
975,2021-08-29,double glazing,50
976,2021-09-05,double glazing,51
977,2021-09-12,double glazing,53
978,2021-09-19,double glazing,54
979,2021-09-26,double glazing,64
980,2021-10-03,double glazing,63
981,2021-10-10,double glazing,56
982,2021-10-17,double glazing,66
983,2021-10-24,double glazing,59
984,2021-10-31,double glazing,71
985,2021-11-07,double glazing,56
986,2021-11-14,double glazing,49
987,2021-11-21,double glazing,62
988,2021-11-28,double glazing,51
989,2021-12-05,double glazing,47
990,2021-12-12,double glazing,38
991,2021-12-19,double glazing,31
992,2021-12-26,double glazing,38
993,2022-01-02,double glazing,59
994,2022-01-09,double glazing,64
995,2022-01-16,double glazing,58
996,2022-01-23,double glazing,53
997,2022-01-30,double glazing,59
998,2022-02-06,double glazing,62
999,2022-02-13,double glazing,55
1000,2022-02-20,double glazing,63
1001,2022-02-27,double glazing,55
1002,2022-03-06,double glazing,52
1003,2022-03-13,double glazing,57
1004,2022-03-20,double glazing,58
1005,2022-03-27,double glazing,59
1006,2022-04-03,double glazing,59
1007,2022-04-10,double glazing,50
1008,2022-04-17,double glazing,55
1009,2022-04-24,double glazing,55
1010,2022-05-01,double glazing,48
1011,2022-05-08,double glazing,47
1012,2022-05-15,double glazing,45
1013,2022-05-22,double glazing,49
1014,2022-05-29,double glazing,43
1015,2022-06-05,double glazing,50
1016,2022-06-12,double glazing,50
1017,2022-06-19,double glazing,51
1018,2022-06-26,double glazing,40
1019,2022-07-03,double glazing,49
1020,2022-07-10,double glazing,49
1021,2022-07-17,double glazing,52
1022,2022-07-24,double glazing,57
1023,2022-07-31,double glazing,51
1024,2022-08-07,double glazing,55
1025,2022-08-14,double glazing,61
1026,2022-08-21,double glazing,60
1027,2022-08-28,double glazing,55
1028,2022-09-04,double glazing,59
1029,2022-09-11,double glazing,58
1030,2022-09-18,double glazing,54
1031,2022-09-25,double glazing,60
1032,2022-10-02,double glazing,51
1033,2022-10-09,double glazing,61
1034,2022-10-16,double glazing,57
1035,2022-10-23,double glazing,50
1036,2022-10-30,double glazing,65
1037,2022-11-06,double glazing,49
1038,2022-11-13,double glazing,49
1039,2022-11-20,double glazing,69
1040,2018-12-02,triple glazing,29
1041,2018-12-09,triple glazing,40
1042,2018-12-16,triple glazing,31
1043,2018-12-23,triple glazing,14
1044,2018-12-30,triple glazing,37
1045,2019-01-06,triple glazing,35
1046,2019-01-13,triple glazing,44
1047,2019-01-20,triple glazing,38
1048,2019-01-27,triple glazing,26
1049,2019-02-03,triple glazing,52
1050,2019-02-10,triple glazing,37
1051,2019-02-17,triple glazing,29
1052,2019-02-24,triple glazing,64
1053,2019-03-03,triple glazing,37
1054,2019-03-10,triple glazing,24
1055,2019-03-17,triple glazing,21
1056,2019-03-24,triple glazing,13
1057,2019-03-31,triple glazing,15
1058,2019-04-07,triple glazing,40
1059,2019-04-14,triple glazing,38
1060,2019-04-21,triple glazing,48
1061,2019-04-28,triple glazing,24
1062,2019-05-05,triple glazing,22
1063,2019-05-12,triple glazing,21
1064,2019-05-19,triple glazing,27
1065,2019-05-26,triple glazing,17
1066,2019-06-02,triple glazing,16
1067,2019-06-09,triple glazing,44
1068,2019-06-16,triple glazing,12
1069,2019-06-23,triple glazing,33
1070,2019-06-30,triple glazing,29
1071,2019-07-07,triple glazing,31
1072,2019-07-14,triple glazing,22
1073,2019-07-21,triple glazing,24
1074,2019-07-28,triple glazing,48
1075,2019-08-04,triple glazing,10
1076,2019-08-11,triple glazing,39
1077,2019-08-18,triple glazing,15
1078,2019-08-25,triple glazing,30
1079,2019-09-01,triple glazing,28
1080,2019-09-08,triple glazing,30
1081,2019-09-15,triple glazing,31
1082,2019-09-22,triple glazing,20
1083,2019-09-29,triple glazing,38
1084,2019-10-06,triple glazing,38
1085,2019-10-13,triple glazing,33
1086,2019-10-20,triple glazing,27
1087,2019-10-27,triple glazing,47
1088,2019-11-03,triple glazing,30
1089,2019-11-10,triple glazing,48
1090,2019-11-17,triple glazing,11
1091,2019-11-24,triple glazing,27
1092,2019-12-01,triple glazing,17
1093,2019-12-08,triple glazing,12
1094,2019-12-15,triple glazing,24
1095,2019-12-22,triple glazing,21
1096,2019-12-29,triple glazing,44
1097,2020-01-05,triple glazing,44
1098,2020-01-12,triple glazing,32
1099,2020-01-19,triple glazing,49
1100,2020-01-26,triple glazing,34
1101,2020-02-02,triple glazing,23
1102,2020-02-09,triple glazing,36
1103,2020-02-16,triple glazing,29
1104,2020-02-23,triple glazing,31
1105,2020-03-01,triple glazing,31
1106,2020-03-08,triple glazing,39
1107,2020-03-15,triple glazing,21
1108,2020-03-22,triple glazing,24
1109,2020-03-29,triple glazing,22
1110,2020-04-05,triple glazing,19
1111,2020-04-12,triple glazing,29
1112,2020-04-19,triple glazing,17
1113,2020-04-26,triple glazing,15
1114,2020-05-03,triple glazing,15
1115,2020-05-10,triple glazing,25
1116,2020-05-17,triple glazing,9
1117,2020-05-24,triple glazing,29
1118,2020-05-31,triple glazing,31
1119,2020-06-07,triple glazing,20
1120,2020-06-14,triple glazing,37
1121,2020-06-21,triple glazing,34
1122,2020-06-28,triple glazing,17
1123,2020-07-05,triple glazing,68
1124,2020-07-12,triple glazing,42
1125,2020-07-19,triple glazing,24
1126,2020-07-26,triple glazing,33
1127,2020-08-02,triple glazing,38
1128,2020-08-09,triple glazing,13
1129,2020-08-16,triple glazing,29
1130,2020-08-23,triple glazing,29
1131,2020-08-30,triple glazing,28
1132,2020-09-06,triple glazing,53
1133,2020-09-13,triple glazing,29
1134,2020-09-20,triple glazing,34
1135,2020-09-27,triple glazing,38
1136,2020-10-04,triple glazing,50
1137,2020-10-11,triple glazing,33
1138,2020-10-18,triple glazing,28
1139,2020-10-25,triple glazing,38
1140,2020-11-01,triple glazing,15
1141,2020-11-08,triple glazing,17
1142,2020-11-15,triple glazing,0
1143,2020-11-22,triple glazing,38
1144,2020-11-29,triple glazing,27
1145,2020-12-06,triple glazing,31
1146,2020-12-13,triple glazing,0
1147,2020-12-20,triple glazing,21
1148,2020-12-27,triple glazing,54
1149,2021-01-03,triple glazing,54
1150,2021-01-10,triple glazing,37
1151,2021-01-17,triple glazing,30
1152,2021-01-24,triple glazing,24
1153,2021-01-31,triple glazing,39
1154,2021-02-07,triple glazing,26
1155,2021-02-14,triple glazing,51
1156,2021-02-21,triple glazing,31
1157,2021-02-28,triple glazing,0
1158,2021-03-07,triple glazing,43
1159,2021-03-14,triple glazing,46
1160,2021-03-21,triple glazing,41
1161,2021-03-28,triple glazing,28
1162,2021-04-04,triple glazing,14
1163,2021-04-11,triple glazing,40
1164,2021-04-18,triple glazing,30
1165,2021-04-25,triple glazing,11
1166,2021-05-02,triple glazing,23
1167,2021-05-09,triple glazing,37
1168,2021-05-16,triple glazing,21
1169,2021-05-23,triple glazing,9
1170,2021-05-30,triple glazing,14
1171,2021-06-06,triple glazing,20
1172,2021-06-13,triple glazing,26
1173,2021-06-20,triple glazing,11
1174,2021-06-27,triple glazing,28
1175,2021-07-04,triple glazing,13
1176,2021-07-11,triple glazing,25
1177,2021-07-18,triple glazing,17
1178,2021-07-25,triple glazing,9
1179,2021-08-01,triple glazing,32
1180,2021-08-08,triple glazing,0
1181,2021-08-15,triple glazing,13
1182,2021-08-22,triple glazing,0
1183,2021-08-29,triple glazing,18
1184,2021-09-05,triple glazing,11
1185,2021-09-12,triple glazing,33
1186,2021-09-19,triple glazing,55
1187,2021-09-26,triple glazing,18
1188,2021-10-03,triple glazing,19
1189,2021-10-10,triple glazing,53
1190,2021-10-17,triple glazing,50
1191,2021-10-24,triple glazing,34
1192,2021-10-31,triple glazing,63
1193,2021-11-07,triple glazing,37
1194,2021-11-14,triple glazing,38
1195,2021-11-21,triple glazing,48
1196,2021-11-28,triple glazing,71
1197,2021-12-05,triple glazing,48
1198,2021-12-12,triple glazing,49
1199,2021-12-19,triple glazing,31
1200,2021-12-26,triple glazing,16
1201,2022-01-02,triple glazing,60
1202,2022-01-09,triple glazing,38
1203,2022-01-16,triple glazing,52
1204,2022-01-23,triple glazing,56
1205,2022-01-30,triple glazing,100
1206,2022-02-06,triple glazing,64
1207,2022-02-13,triple glazing,45
1208,2022-02-20,triple glazing,33
1209,2022-02-27,triple glazing,47
1210,2022-03-06,triple glazing,54
1211,2022-03-13,triple glazing,46
1212,2022-03-20,triple glazing,50
1213,2022-03-27,triple glazing,49
1214,2022-04-03,triple glazing,37
1215,2022-04-10,triple glazing,43
1216,2022-04-17,triple glazing,9
1217,2022-04-24,triple glazing,37
1218,2022-05-01,triple glazing,54
1219,2022-05-08,triple glazing,35
1220,2022-05-15,triple glazing,27
1221,2022-05-22,triple glazing,23
1222,2022-05-29,triple glazing,14
1223,2022-06-05,triple glazing,24
1224,2022-06-12,triple glazing,22
1225,2022-06-19,triple glazing,32
1226,2022-06-26,triple glazing,16
1227,2022-07-03,triple glazing,38
1228,2022-07-10,triple glazing,59
1229,2022-07-17,triple glazing,41
1230,2022-07-24,triple glazing,29
1231,2022-07-31,triple glazing,32
1232,2022-08-07,triple glazing,34
1233,2022-08-14,triple glazing,28
1234,2022-08-21,triple glazing,50
1235,2022-08-28,triple glazing,40
1236,2022-09-04,triple glazing,37
1237,2022-09-11,triple glazing,36
1238,2022-09-18,triple glazing,51
1239,2022-09-25,triple glazing,77
1240,2022-10-02,triple glazing,45
1241,2022-10-09,triple glazing,30
1242,2022-10-16,triple glazing,64
1243,2022-10-23,triple glazing,41
1244,2022-10-30,triple glazing,60
1245,2022-11-06,triple glazing,47
1246,2022-11-13,triple glazing,48
1247,2022-11-20,triple glazing,73
1248,2018-12-02,secondary glazing,27
1249,2018-12-09,secondary glazing,37
1250,2018-12-16,secondary glazing,38
1251,2018-12-23,secondary glazing,11
1252,2018-12-30,secondary glazing,19
1253,2019-01-06,secondary glazing,30
1254,2019-01-13,secondary glazing,33
1255,2019-01-20,secondary glazing,39
1256,2019-01-27,secondary glazing,44
1257,2019-02-03,secondary glazing,42
1258,2019-02-10,secondary glazing,34
1259,2019-02-17,secondary glazing,30
1260,2019-02-24,secondary glazing,17
1261,2019-03-03,secondary glazing,18
1262,2019-03-10,secondary glazing,15
1263,2019-03-17,secondary glazing,31
1264,2019-03-24,secondary glazing,28
1265,2019-03-31,secondary glazing,25
1266,2019-04-07,secondary glazing,12
1267,2019-04-14,secondary glazing,17
1268,2019-04-21,secondary glazing,10
1269,2019-04-28,secondary glazing,20
1270,2019-05-05,secondary glazing,27
1271,2019-05-12,secondary glazing,17
1272,2019-05-19,secondary glazing,15
1273,2019-05-26,secondary glazing,16
1274,2019-06-02,secondary glazing,12
1275,2019-06-09,secondary glazing,20
1276,2019-06-16,secondary glazing,4
1277,2019-06-23,secondary glazing,16
1278,2019-06-30,secondary glazing,18
1279,2019-07-07,secondary glazing,17
1280,2019-07-14,secondary glazing,29
1281,2019-07-21,secondary glazing,16
1282,2019-07-28,secondary glazing,14
1283,2019-08-04,secondary glazing,21
1284,2019-08-11,secondary glazing,0
1285,2019-08-18,secondary glazing,10
1286,2019-08-25,secondary glazing,19
1287,2019-09-01,secondary glazing,18
1288,2019-09-08,secondary glazing,36
1289,2019-09-15,secondary glazing,38
1290,2019-09-22,secondary glazing,39
1291,2019-09-29,secondary glazing,29
1292,2019-10-06,secondary glazing,39
1293,2019-10-13,secondary glazing,35
1294,2019-10-20,secondary glazing,47
1295,2019-10-27,secondary glazing,40
1296,2019-11-03,secondary glazing,49
1297,2019-11-10,secondary glazing,44
1298,2019-11-17,secondary glazing,46
1299,2019-11-24,secondary glazing,26
1300,2019-12-01,secondary glazing,34
1301,2019-12-08,secondary glazing,26
1302,2019-12-15,secondary glazing,18
1303,2019-12-22,secondary glazing,12
1304,2019-12-29,secondary glazing,22
1305,2020-01-05,secondary glazing,30
1306,2020-01-12,secondary glazing,18
1307,2020-01-19,secondary glazing,21
1308,2020-01-26,secondary glazing,29
1309,2020-02-02,secondary glazing,26
1310,2020-02-09,secondary glazing,31
1311,2020-02-16,secondary glazing,31
1312,2020-02-23,secondary glazing,28
1313,2020-03-01,secondary glazing,23
1314,2020-03-08,secondary glazing,17
1315,2020-03-15,secondary glazing,16
1316,2020-03-22,secondary glazing,7
1317,2020-03-29,secondary glazing,9
1318,2020-04-05,secondary glazing,12
1319,2020-04-12,secondary glazing,15
1320,2020-04-19,secondary glazing,13
1321,2020-04-26,secondary glazing,11
1322,2020-05-03,secondary glazing,13
1323,2020-05-10,secondary glazing,14
1324,2020-05-17,secondary glazing,19
1325,2020-05-24,secondary glazing,16
1326,2020-05-31,secondary glazing,19
1327,2020-06-07,secondary glazing,14
1328,2020-06-14,secondary glazing,27
1329,2020-06-21,secondary glazing,12
1330,2020-06-28,secondary glazing,13
1331,2020-07-05,secondary glazing,23
1332,2020-07-12,secondary glazing,20
1333,2020-07-19,secondary glazing,29
1334,2020-07-26,secondary glazing,5
1335,2020-08-02,secondary glazing,17
1336,2020-08-09,secondary glazing,13
1337,2020-08-16,secondary glazing,26
1338,2020-08-23,secondary glazing,19
1339,2020-08-30,secondary glazing,35
1340,2020-09-06,secondary glazing,21
1341,2020-09-13,secondary glazing,17
1342,2020-09-20,secondary glazing,33
1343,2020-09-27,secondary glazing,27
1344,2020-10-04,secondary glazing,49
1345,2020-10-11,secondary glazing,42
1346,2020-10-18,secondary glazing,41
1347,2020-10-25,secondary glazing,36
1348,2020-11-01,secondary glazing,35
1349,2020-11-08,secondary glazing,25
1350,2020-11-15,secondary glazing,25
1351,2020-11-22,secondary glazing,31
1352,2020-11-29,secondary glazing,31
1353,2020-12-06,secondary glazing,25
1354,2020-12-13,secondary glazing,13
1355,2020-12-20,secondary glazing,12
1356,2020-12-27,secondary glazing,33
1357,2021-01-03,secondary glazing,43
1358,2021-01-10,secondary glazing,34
1359,2021-01-17,secondary glazing,35
1360,2021-01-24,secondary glazing,32
1361,2021-01-31,secondary glazing,32
1362,2021-02-07,secondary glazing,54
1363,2021-02-14,secondary glazing,26
1364,2021-02-21,secondary glazing,16
1365,2021-02-28,secondary glazing,32
1366,2021-03-07,secondary glazing,27
1367,2021-03-14,secondary glazing,28
1368,2021-03-21,secondary glazing,21
1369,2021-03-28,secondary glazing,18
1370,2021-04-04,secondary glazing,28
1371,2021-04-11,secondary glazing,27
1372,2021-04-18,secondary glazing,20
1373,2021-04-25,secondary glazing,28
1374,2021-05-02,secondary glazing,21
1375,2021-05-09,secondary glazing,18
1376,2021-05-16,secondary glazing,11
1377,2021-05-23,secondary glazing,24
1378,2021-05-30,secondary glazing,9
1379,2021-06-06,secondary glazing,17
1380,2021-06-13,secondary glazing,20
1381,2021-06-20,secondary glazing,5
1382,2021-06-27,secondary glazing,24
1383,2021-07-04,secondary glazing,14
1384,2021-07-11,secondary glazing,0
1385,2021-07-18,secondary glazing,11
1386,2021-07-25,secondary glazing,13
1387,2021-08-01,secondary glazing,20
1388,2021-08-08,secondary glazing,16
1389,2021-08-15,secondary glazing,19
1390,2021-08-22,secondary glazing,7
1391,2021-08-29,secondary glazing,19
1392,2021-09-05,secondary glazing,19
1393,2021-09-12,secondary glazing,21
1394,2021-09-19,secondary glazing,26
1395,2021-09-26,secondary glazing,42
1396,2021-10-03,secondary glazing,42
1397,2021-10-10,secondary glazing,38
1398,2021-10-17,secondary glazing,48
1399,2021-10-24,secondary glazing,20
1400,2021-10-31,secondary glazing,51
1401,2021-11-07,secondary glazing,43
1402,2021-11-14,secondary glazing,27
1403,2021-11-21,secondary glazing,40
1404,2021-11-28,secondary glazing,41
1405,2021-12-05,secondary glazing,34
1406,2021-12-12,secondary glazing,22
1407,2021-12-19,secondary glazing,19
1408,2021-12-26,secondary glazing,9
1409,2022-01-02,secondary glazing,37
1410,2022-01-09,secondary glazing,47
1411,2022-01-16,secondary glazing,36
1412,2022-01-23,secondary glazing,38
1413,2022-01-30,secondary glazing,26
1414,2022-02-06,secondary glazing,55
1415,2022-02-13,secondary glazing,41
1416,2022-02-20,secondary glazing,23
1417,2022-02-27,secondary glazing,34
1418,2022-03-06,secondary glazing,38
1419,2022-03-13,secondary glazing,32
1420,2022-03-20,secondary glazing,32
1421,2022-03-27,secondary glazing,38
1422,2022-04-03,secondary glazing,33
1423,2022-04-10,secondary glazing,28
1424,2022-04-17,secondary glazing,21
1425,2022-04-24,secondary glazing,16
1426,2022-05-01,secondary glazing,35
1427,2022-05-08,secondary glazing,14
1428,2022-05-15,secondary glazing,25
1429,2022-05-22,secondary glazing,18
1430,2022-05-29,secondary glazing,14
1431,2022-06-05,secondary glazing,28
1432,2022-06-12,secondary glazing,24
1433,2022-06-19,secondary glazing,17
1434,2022-06-26,secondary glazing,30
1435,2022-07-03,secondary glazing,17
1436,2022-07-10,secondary glazing,25
1437,2022-07-17,secondary glazing,26
1438,2022-07-24,secondary glazing,28
1439,2022-07-31,secondary glazing,22
1440,2022-08-07,secondary glazing,24
1441,2022-08-14,secondary glazing,27
1442,2022-08-21,secondary glazing,41
1443,2022-08-28,secondary glazing,68
1444,2022-09-04,secondary glazing,48
1445,2022-09-11,secondary glazing,81
1446,2022-09-18,secondary glazing,66
1447,2022-09-25,secondary glazing,86
1448,2022-10-02,secondary glazing,65
1449,2022-10-09,secondary glazing,57
1450,2022-10-16,secondary glazing,44
1451,2022-10-23,secondary glazing,54
1452,2022-10-30,secondary glazing,52
1453,2022-11-06,secondary glazing,69
1454,2022-11-13,secondary glazing,45
1455,2022-11-20,secondary glazing,100
