Database
Item code,ISO code,Unit,Year,Value,Source Code,Note,Title
toccfreschc,FI,Mtoe,2009,3.5167,ODYSSEE,,Final consumption of residential for space heating with climatic corrections
toccfreschc,FI,Mtoe,2010,3.4902,ODYSSEE,,Final consumption of residential for space heating with climatic corrections
toccfreschc,FI,Mtoe,2011,3.5022,ODYSSEE,,Final consumption of residential for space heating with climatic corrections
toccfreschc,FI,Mtoe,2012,3.4942,ODYSSEE,,Final consumption of residential for space heating with climatic corrections
toccfreschc,FI,Mtoe,2013,3.5172,ODYSSEE,,Final consumption of residential for space heating with climatic corrections
toccfreschc,FI,Mtoe,2014,3.5382,ODYSSEE,,Final consumption of residential for space heating with climatic corrections
toccfreschc,FI,Mtoe,2015,3.6882,ODYSSEE,,Final consumption of residential for space heating with climatic corrections
toccfreschc,FI,Mtoe,2016,3.5282,ODYSSEE,,Final consumption of residential for space heating with climatic corrections
toccfreschc,FI,Mtoe,2017,3.4446,ODYSSEE,,Final consumption of residential for space heating with climatic corrections
toccfreschc,FI,Mtoe,2018,3.4512,ODYSSEE,,Final consumption of residential for space heating with climatic corrections
toccfreschc,FI,Mtoe,2019,3.3987,ODYSSEE,,Final consumption of residential for space heating with climatic corrections
toccfreschc,FI,Mtoe,2020,n.a.,ODYSSEE,,Final consumption of residential for space heating with climatic corrections
toccfreschc,FR,Mtoe,1990,30.9508,MEDDE,,Final consumption of residential for space heating with climatic corrections
toccfreschc,FR,Mtoe,1991,30.5713,MEDDE,,Final consumption of residential for space heating with climatic corrections
toccfreschc,FR,Mtoe,1992,30.9636,MEDDE,,Final consumption of residential for space heating with climatic corrections
toccfreschc,FR,Mtoe,1993,30.9372,MEDDE,,Final consumption of residential for space heating with climatic corrections
toccfreschc,FR,Mtoe,1994,31.7335,MEDDE,,Final consumption of residential for space heating with climatic corrections
toccfreschc,FR,Mtoe,1995,31.2962,MEDDE,,Final consumption of residential for space heating with climatic corrections
toccfreschc,FR,Mtoe,1996,30.3748,MEDDE,,Final consumption of residential for space heating with climatic corrections
toccfreschc,FR,Mtoe,1997,30.8596,MEDDE,,Final consumption of residential for space heating with climatic corrections
toccfreschc,FR,Mtoe,1998,31.3609,MEDDE,,Final consumption of residential for space heating with climatic corrections
toccfreschc,FR,Mtoe,1999,32.1364,MEDDE,,Final consumption of residential for space heating with climatic corrections
toccfreschc,FR,Mtoe,2000,32.4907,MEDDE,,Final consumption of residential for space heating with climatic corrections
toccfreschc,FR,Mtoe,2001,32.2787,MEDDE,,Final consumption of residential for space heating with climatic corrections
toccfreschc,FR,Mtoe,2002,32.9139,MEDDE,,Final consumption of residential for space heating with climatic corrections
toccfreschc,FR,Mtoe,2003,31.1931,MEDDE,,Final consumption of residential for space heating with climatic corrections
toccfreschc,FR,Mtoe,2004,31.2304,MEDDE,,Final consumption of residential for space heating with climatic corrections
toccfreschc,FR,Mtoe,2005,30.8404,MEDDE,,Final consumption of residential for space heating with climatic corrections
toccfreschc,FR,Mtoe,2006,30.6250,MEDDE,,Final consumption of residential for space heating with climatic corrections
toccfreschc,FR,Mtoe,2007,30.9015,MEDDE,,Final consumption of residential for space heating with climatic corrections
toccfreschc,FR,Mtoe,2008,29.6395,MEDDE,,Final consumption of residential for space heating with climatic corrections
toccfreschc,FR,Mtoe,2009,29.1347,MEDDE,,Final consumption of residential for space heating with climatic corrections
toccfreschc,FR,Mtoe,2010,28.5421,MEDDE,,Final consumption of residential for space heating with climatic corrections
toccfreschc,FR,Mtoe,2011,28.7643,MEDDE,,Final consumption of residential for space heating with climatic corrections
toccfreschc,FR,Mtoe,2012,28.2487,MEDDE,,Final consumption of residential for space heating with climatic corrections
toccfreschc,FR,Mtoe,2013,27.4355,MEDDE,,Final consumption of residential for space heating with climatic corrections
toccfreschc,FR,Mtoe,2014,27.2904,MEDDE,,Final consumption of residential for space heating with climatic corrections
toccfreschc,FR,Mtoe,2015,27.6425,MEDDE,,Final consumption of residential for space heating with climatic corrections
toccfreschc,FR,Mtoe,2016,26.9109,MEDDE,,Final consumption of residential for space heating with climatic corrections
toccfreschc,FR,Mtoe,2017,26.6821,MEDDE,,Final consumption of residential for space heating with climatic corrections
toccfreschc,FR,Mtoe,2018,27.4718,MEDDE,,Final consumption of residential for space heating with climatic corrections
toccfreschc,FR,Mtoe,2019,25.9227,MEDDE,,Final consumption of residential for space heating with climatic corrections
toccfreschc,FR,Mtoe,2020,n.a.,MEDDE,,Final consumption of residential for space heating with climatic corrections
toccfreschc,DE,Mtoe,1990,n.a.,AGEBISI,,Final consumption of residential for space heating with climatic corrections
toccfreschc,DE,Mtoe,1991,42.1171,AGEBISI,,Final consumption of residential for space heating with climatic corrections
toccfreschc,DE,Mtoe,1992,43.2790,AGEBISI,,Final consumption of residential for space heating with climatic corrections
toccfreschc,DE,Mtoe,1993,44.7098,AGEBISI,,Final consumption of residential for space heating with climatic corrections
toccfreschc,DE,Mtoe,1994,46.6222,AGEBISI,,Final consumption of residential for space heating with climatic corrections
toccfreschc,DE,Mtoe,1995,45.7591,AGEBISI,,Final consumption of residential for space heating with climatic corrections
toccfreschc,DE,Mtoe,1996,44.3501,AGEBISI,,Final consumption of residential for space heating with climatic corrections
toccfreschc,DE,Mtoe,1997,49.8338,AGEBISI,,Final consumption of residential for space heating with climatic corrections
toccfreschc,DE,Mtoe,1998,49.2984,AGEBISI,,Final consumption of residential for space heating with climatic corrections
toccfreschc,DE,Mtoe,1999,47.5384,AGEBISI,,Final consumption of residential for space heating with climatic corrections
toccfreschc,DE,Mtoe,2000,48.6970,AGEBISI,,Final consumption of residential for space heating with climatic corrections
toccfreschc,DE,Mtoe,2001,49.8824,AGEBISI,,Final consumption of residential for space heating with climatic corrections
toccfreschc,DE,Mtoe,2002,49.5818,AGEBISI,,Final consumption of residential for space heating with climatic corrections
toccfreschc,DE,Mtoe,2003,48.9581,AGEBISI,,Final consumption of residential for space heating with climatic corrections
toccfreschc,DE,Mtoe,2004,43.8428,AGEBISI,,Final consumption of residential for space heating with climatic corrections
toccfreschc,DE,Mtoe,2005,43.8535,AGEBISI,,Final consumption of residential for space heating with climatic corrections
toccfreschc,DE,Mtoe,2006,45.3678,AGEBISI,,Final consumption of residential for space heating with climatic corrections
toccfreschc,DE,Mtoe,2007,37.7004,AGEBISI,,Final consumption of residential for space heating with climatic corrections
toccfreschc,DE,Mtoe,2008,42.0144,AGEBISI,,Final consumption of residential for space heating with climatic corrections
toccfreschc,DE,Mtoe,2009,41.1475,AGEBISI,,Final consumption of residential for space heating with climatic corrections
toccfreschc,DE,Mtoe,2010,40.0756,AGEBISI,,Final consumption of residential for space heating with climatic corrections
toccfreschc,DE,Mtoe,2011,39.0186,AGEBISI,,Final consumption of residential for space heating with climatic corrections
toccfreschc,DE,Mtoe,2012,37.7545,AGEBISI,,Final consumption of residential for space heating with climatic corrections
toccfreschc,DE,Mtoe,2013,39.7881,AGEBISI,,Final consumption of residential for space heating with climatic corrections
toccfreschc,DE,Mtoe,2014,37.7523,AGEBISI,,Final consumption of residential for space heating with climatic corrections
toccfreschc,DE,Mtoe,2015,38.1317,AGEBISI,,Final consumption of residential for space heating with climatic corrections
toccfreschc,DE,Mtoe,2016,39.0683,AGEBISI,,Final consumption of residential for space heating with climatic corrections
toccfreschc,DE,Mtoe,2017,37.8357,AGEBISI,,Final consumption of residential for space heating with climatic corrections
toccfreschc,DE,Mtoe,2018,39.1285,AGEBISI,,Final consumption of residential for space heating with climatic corrections
toccfreschc,DE,Mtoe,2019,40.1782,AGEBISI,,Final consumption of residential for space heating with climatic corrections
toccfreschc,DE,Mtoe,2020,n.a.,AGEBISI,,Final consumption of residential for space heating with climatic corrections
toccfreschc,GR,Mtoe,1990,2.2406,Calculated,,Final consumption of residential for space heating with climatic corrections
toccfreschc,GR,Mtoe,1991,1.9432,Calculated,,Final consumption of residential for space heating with climatic corrections
toccfreschc,GR,Mtoe,1992,1.9397,Calculated,,Final consumption of residential for space heating with climatic corrections
toccfreschc,GR,Mtoe,1993,1.9657,Calculated,,Final consumption of residential for space heating with climatic corrections
toccfreschc,GR,Mtoe,1994,2.2270,Calculated,,Final consumption of residential for space heating with climatic corrections
toccfreschc,GR,Mtoe,1995,2.1856,Calculated,,Final consumption of residential for space heating with climatic corrections
toccfreschc,GR,Mtoe,1996,2.6137,Calculated,,Final consumption of residential for space heating with climatic corrections
toccfreschc,GR,Mtoe,1997,2.6873,Calculated,,Final consumption of residential for space heating with climatic corrections
toccfreschc,GR,Mtoe,1998,3.0053,Calculated,,Final consumption of residential for space heating with climatic corrections
toccfreschc,GR,Mtoe,1999,3.1196,Calculated,,Final consumption of residential for space heating with climatic corrections
toccfreschc,GR,Mtoe,2000,3.2098,Calculated,,Final consumption of residential for space heating with climatic corrections
toccfreschc,GR,Mtoe,2001,3.4779,Calculated,,Final consumption of residential for space heating with climatic corrections
toccfreschc,GR,Mtoe,2002,3.7135,Calculated,,Final consumption of residential for space heating with climatic corrections
toccfreschc,GR,Mtoe,2003,3.7775,Calculated,,Final consumption of residential for space heating with climatic corrections
toccfreschc,GR,Mtoe,2004,3.5059,Calculated,,Final consumption of residential for space heating with climatic corrections
toccfreschc,GR,Mtoe,2005,3.4236,Calculated,,Final consumption of residential for space heating with climatic corrections
toccfreschc,GR,Mtoe,2006,3.2435,Calculated,,Final consumption of residential for space heating with climatic corrections
toccfreschc,GR,Mtoe,2007,3.7160,Calculated,,Final consumption of residential for space heating with climatic corrections
toccfreschc,GR,Mtoe,2008,3.5968,Calculated,,Final consumption of residential for space heating with climatic corrections
toccfreschc,GR,Mtoe,2009,3.4222,Calculated,,Final consumption of residential for space heating with climatic corrections
toccfreschc,GR,Mtoe,2010,3.6912,Calculated,,Final consumption of residential for space heating with climatic corrections
toccfreschc,GR,Mtoe,2011,3.1468,Calculated,,Final consumption of residential for space heating with climatic corrections
toccfreschc,GR,Mtoe,2012,3.0045,Calculated,,Final consumption of residential for space heating with climatic corrections
toccfreschc,GR,Mtoe,2013,2.3816,Calculated,,Final consumption of residential for space heating with climatic corrections
toccfreschc,GR,Mtoe,2014,2.5482,Calculated,,Final consumption of residential for space heating with climatic corrections
toccfreschc,GR,Mtoe,2015,2.8520,Calculated,,Final consumption of residential for space heating with climatic corrections
toccfreschc,GR,Mtoe,2016,2.7464,Calculated,,Final consumption of residential for space heating with climatic corrections
toccfreschc,GR,Mtoe,2017,2.5930,Calculated,,Final consumption of residential for space heating with climatic corrections
toccfreschc,GR,Mtoe,2018,2.6518,Calculated,,Final consumption of residential for space heating with climatic corrections
toccfreschc,GR,Mtoe,2019,2.6929,Calculated,,Final consumption of residential for space heating with climatic corrections
toccfreschc,GR,Mtoe,2020,n.a.,Calculated,,Final consumption of residential for space heating with climatic corrections
toccfreschc,HU,Mtoe,1990,4.8646,MEKH,,Final consumption of residential for space heating with climatic corrections
toccfreschc,HU,Mtoe,1991,4.4404,MEKH,,Final consumption of residential for space heating with climatic corrections
toccfreschc,HU,Mtoe,1992,4.2432,MEKH,,Final consumption of residential for space heating with climatic corrections
toccfreschc,HU,Mtoe,1993,3.8542,MEKH,,Final consumption of residential for space heating with climatic corrections
toccfreschc,HU,Mtoe,1994,4.0692,MEKH,,Final consumption of residential for space heating with climatic corrections
toccfreschc,HU,Mtoe,1995,3.8356,MEKH,,Final consumption of residential for space heating with climatic corrections
toccfreschc,HU,Mtoe,1996,3.5035,MEKH,,Final consumption of residential for space heating with climatic corrections
toccfreschc,HU,Mtoe,1997,3.3684,MEKH,,Final consumption of residential for space heating with climatic corrections
toccfreschc,HU,Mtoe,1998,3.2388,MEKH,,Final consumption of residential for space heating with climatic corrections
toccfreschc,HU,Mtoe,1999,3.4377,MEKH,,Final consumption of residential for space heating with climatic corrections
toccfreschc,HU,Mtoe,2000,3.6733,MEKH,,Final consumption of residential for space heating with climatic corrections
toccfreschc,HU,Mtoe,2001,3.5181,MEKH,,Final consumption of residential for space heating with climatic corrections
toccfreschc,HU,Mtoe,2002,4.1006,MEKH,,Final consumption of residential for space heating with climatic corrections
toccfreschc,HU,Mtoe,2003,4.1341,MEKH,,Final consumption of residential for space heating with climatic corrections
toccfreschc,HU,Mtoe,2004,3.8704,MEKH,,Final consumption of residential for space heating with climatic corrections
toccfreschc,HU,Mtoe,2005,4.0310,MEKH,,Final consumption of residential for space heating with climatic corrections
toccfreschc,HU,Mtoe,2006,4.2856,MEKH,,Final consumption of residential for space heating with climatic corrections
toccfreschc,HU,Mtoe,2007,3.8915,MEKH,,Final consumption of residential for space heating with climatic corrections
toccfreschc,HU,Mtoe,2008,3.9264,MEKH,,Final consumption of residential for space heating with climatic corrections
toccfreschc,HU,Mtoe,2009,3.9044,MEKH,,Final consumption of residential for space heating with climatic corrections
toccfreschc,HU,Mtoe,2010,4.6956,MEKH,,Final consumption of residential for space heating with climatic corrections
toccfreschc,HU,Mtoe,2011,4.9805,MEKH,,Final consumption of residential for space heating with climatic corrections
toccfreschc,HU,Mtoe,2012,4.9538,MEKH,,Final consumption of residential for space heating with climatic corrections
toccfreschc,HU,Mtoe,2013,4.9393,MEKH,,Final consumption of residential for space heating with climatic corrections
toccfreschc,HU,Mtoe,2014,4.8913,MEKH,,Final consumption of residential for space heating with climatic corrections
toccfreschc,HU,Mtoe,2015,4.8370,MEKH,,Final consumption of residential for space heating with climatic corrections
toccfreschc,HU,Mtoe,2016,4.8682,MEKH,,Final consumption of residential for space heating with climatic corrections
toccfreschc,HU,Mtoe,2017,4.9170,MEKH,,Final consumption of residential for space heating with climatic corrections
toccfreschc,HU,Mtoe,2018,4.8357,MEKH,,Final consumption of residential for space heating with climatic corrections
toccfreschc,HU,Mtoe,2019,4.7966,MEKH,,Final consumption of residential for space heating with climatic corrections
toccfreschc,HU,Mtoe,2020,n.a.,MEKH,,Final consumption of residential for space heating with climatic corrections
toccfreschc,IE,Mtoe,1990,1.9152,SEAI,,Final consumption of residential for space heating with climatic corrections
toccfreschc,IE,Mtoe,1991,1.8221,SEAI,,Final consumption of residential for space heating with climatic corrections
toccfreschc,IE,Mtoe,1992,1.6769,SEAI,,Final consumption of residential for space heating with climatic corrections
toccfreschc,IE,Mtoe,1993,1.6491,SEAI,,Final consumption of residential for space heating with climatic corrections
toccfreschc,IE,Mtoe,1994,1.6879,SEAI,,Final consumption of residential for space heating with climatic corrections
toccfreschc,IE,Mtoe,1995,1.6971,SEAI,,Final consumption of residential for space heating with climatic corrections
toccfreschc,IE,Mtoe,1996,1.6677,SEAI,,Final consumption of residential for space heating with climatic corrections
toccfreschc,IE,Mtoe,1997,1.8595,SEAI,,Final consumption of residential for space heating with climatic corrections
toccfreschc,IE,Mtoe,1998,2.0247,SEAI,,Final consumption of residential for space heating with climatic corrections
toccfreschc,IE,Mtoe,1999,1.9657,SEAI,,Final consumption of residential for space heating with climatic corrections
toccfreschc,IE,Mtoe,2000,1.8970,SEAI,,Final consumption of residential for space heating with climatic corrections
toccfreschc,IE,Mtoe,2001,1.9839,SEAI,,Final consumption of residential for space heating with climatic corrections
toccfreschc,IE,Mtoe,2002,2.1316,SEAI,,Final consumption of residential for space heating with climatic corrections
toccfreschc,IE,Mtoe,2003,2.1625,SEAI,,Final consumption of residential for space heating with climatic corrections
toccfreschc,IE,Mtoe,2004,2.1986,SEAI,,Final consumption of residential for space heating with climatic corrections
toccfreschc,IE,Mtoe,2005,2.3471,SEAI,,Final consumption of residential for space heating with climatic corrections
toccfreschc,IE,Mtoe,2006,2.3684,SEAI,,Final consumption of residential for space heating with climatic corrections
toccfreschc,IE,Mtoe,2007,2.4080,SEAI,,Final consumption of residential for space heating with climatic corrections
toccfreschc,IE,Mtoe,2008,2.3041,SEAI,,Final consumption of residential for space heating with climatic corrections
toccfreschc,IE,Mtoe,2009,2.2451,SEAI,,Final consumption of residential for space heating with climatic corrections
toccfreschc,IE,Mtoe,2010,2.0561,SEAI,,Final consumption of residential for space heating with climatic corrections
toccfreschc,IE,Mtoe,2011,2.1079,SEAI,,Final consumption of residential for space heating with climatic corrections
toccfreschc,IE,Mtoe,2012,1.8746,SEAI,,Final consumption of residential for space heating with climatic corrections
toccfreschc,IE,Mtoe,2013,1.8138,SEAI,,Final consumption of residential for space heating with climatic corrections
toccfreschc,IE,Mtoe,2014,1.7217,SEAI,,Final consumption of residential for space heating with climatic corrections
toccfreschc,IE,Mtoe,2015,1.7247,SEAI,,Final consumption of residential for space heating with climatic corrections
toccfreschc,IE,Mtoe,2016,1.7798,SEAI,,Final consumption of residential for space heating with climatic corrections
toccfreschc,IE,Mtoe,2017,1.8351,SEAI,,Final consumption of residential for space heating with climatic corrections
toccfreschc,IE,Mtoe,2018,1.9048,SEAI,,Final consumption of residential for space heating with climatic corrections
toccfreschc,IE,Mtoe,2019,1.8769,SEAI,,Final consumption of residential for space heating with climatic corrections
toccfreschc,IE,Mtoe,2020,n.a.,SEAI,,Final consumption of residential for space heating with climatic corrections
toccfreschc,IT,Mtoe,1990,16.4285,MiSE,,Final consumption of residential for space heating with climatic corrections
toccfreschc,IT,Mtoe,1991,15.8733,MiSE,,Final consumption of residential for space heating with climatic corrections
toccfreschc,IT,Mtoe,1992,17.1522,MiSE,,Final consumption of residential for space heating with climatic corrections
toccfreschc,IT,Mtoe,1993,16.1576,MiSE,,Final consumption of residential for space heating with climatic corrections
toccfreschc,IT,Mtoe,1994,15.2689,MiSE,,Final consumption of residential for space heating with climatic corrections
toccfreschc,IT,Mtoe,1995,15.9805,MiSE,,Final consumption of residential for space heating with climatic corrections
toccfreschc,IT,Mtoe,1996,16.2714,MiSE,,Final consumption of residential for space heating with climatic corrections
toccfreschc,IT,Mtoe,1997,17.0167,MiSE,,Final consumption of residential for space heating with climatic corrections
toccfreschc,IT,Mtoe,1998,17.3756,MiSE,,Final consumption of residential for space heating with climatic corrections
toccfreschc,IT,Mtoe,1999,18.4344,MiSE,,Final consumption of residential for space heating with climatic corrections
toccfreschc,IT,Mtoe,2000,18.9492,MiSE,,Final consumption of residential for space heating with climatic corrections
toccfreschc,IT,Mtoe,2001,19.9406,MiSE,,Final consumption of residential for space heating with climatic corrections
toccfreschc,IT,Mtoe,2002,20.2901,MiSE,,Final consumption of residential for space heating with climatic corrections
toccfreschc,IT,Mtoe,2003,20.8196,MiSE,,Final consumption of residential for space heating with climatic corrections
toccfreschc,IT,Mtoe,2004,20.4194,MiSE,,Final consumption of residential for space heating with climatic corrections
toccfreschc,IT,Mtoe,2005,21.1084,MiSE,,Final consumption of residential for space heating with climatic corrections
toccfreschc,IT,Mtoe,2006,21.8887,MiSE,,Final consumption of residential for space heating with climatic corrections
toccfreschc,IT,Mtoe,2007,23.0818,MiSE,,Final consumption of residential for space heating with climatic corrections
toccfreschc,IT,Mtoe,2008,23.6687,MiSE,,Final consumption of residential for space heating with climatic corrections
toccfreschc,IT,Mtoe,2009,23.4481,MiSE,,Final consumption of residential for space heating with climatic corrections
toccfreschc,IT,Mtoe,2010,23.1804,MiSE,,Final consumption of residential for space heating with climatic corrections
toccfreschc,IT,Mtoe,2011,22.5362,MiSE,,Final consumption of residential for space heating with climatic corrections
toccfreschc,IT,Mtoe,2012,23.5227,MiSE,,Final consumption of residential for space heating with climatic corrections
toccfreschc,IT,Mtoe,2013,23.7253,MiSE,,Final consumption of residential for space heating with climatic corrections
toccfreschc,IT,Mtoe,2014,23.0899,MiSE,,Final consumption of residential for space heating with climatic corrections
toccfreschc,IT,Mtoe,2015,23.6954,MiSE,,Final consumption of residential for space heating with climatic corrections
toccfreschc,IT,Mtoe,2016,24.0211,MiSE,,Final consumption of residential for space heating with climatic corrections
toccfreschc,IT,Mtoe,2017,22.9923,MiSE,,Final consumption of residential for space heating with climatic corrections
toccfreschc,IT,Mtoe,2018,23.3829,MiSE,,Final consumption of residential for space heating with climatic corrections
toccfreschc,IT,Mtoe,2019,22.1299,MiSE,,Final consumption of residential for space heating with climatic corrections
toccfreschc,IT,Mtoe,2020,n.a.,MiSE,,Final consumption of residential for space heating with climatic corrections
toccfreschc,LV,Mtoe,1990,n.a.,Calculated,,Final consumption of residential for space heating with climatic corrections
toccfreschc,LV,Mtoe,1991,n.a.,Calculated,,Final consumption of residential for space heating with climatic corrections
toccfreschc,LV,Mtoe,1992,n.a.,Calculated,,Final consumption of residential for space heating with climatic corrections
toccfreschc,LV,Mtoe,1993,n.a.,Calculated,,Final consumption of residential for space heating with climatic corrections
toccfreschc,LV,Mtoe,1994,n.a.,Calculated,,Final consumption of residential for space heating with climatic corrections
toccfreschc,LV,Mtoe,1995,n.a.,Calculated,,Final consumption of residential for space heating with climatic corrections
toccfreschc,LV,Mtoe,1996,1.1642,Calculated,,Final consumption of residential for space heating with climatic corrections
toccfreschc,LV,Mtoe,1997,1.1667,Calculated,,Final consumption of residential for space heating with climatic corrections
toccfreschc,LV,Mtoe,1998,1.1191,Calculated,,Final consumption of residential for space heating with climatic corrections
toccfreschc,LV,Mtoe,1999,1.1678,Calculated,,Final consumption of residential for space heating with climatic corrections
toccfreschc,LV,Mtoe,2000,1.2302,Calculated,,Final consumption of residential for space heating with climatic corrections
toccfreschc,LV,Mtoe,2001,1.0905,Calculated,,Final consumption of residential for space heating with climatic corrections
toccfreschc,LV,Mtoe,2002,1.1065,Calculated,,Final consumption of residential for space heating with climatic corrections
toccfreschc,LV,Mtoe,2003,1.1001,Calculated,,Final consumption of residential for space heating with climatic corrections
toccfreschc,LV,Mtoe,2004,1.0849,Calculated,,Final consumption of residential for space heating with climatic corrections
toccfreschc,LV,Mtoe,2005,1.0874,Calculated,,Final consumption of residential for space heating with climatic corrections
toccfreschc,LV,Mtoe,2006,1.0786,Calculated,,Final consumption of residential for space heating with climatic corrections
toccfreschc,LV,Mtoe,2007,1.0832,Calculated,,Final consumption of residential for space heating with climatic corrections
toccfreschc,LV,Mtoe,2008,1.1184,Calculated,,Final consumption of residential for space heating with climatic corrections
toccfreschc,LV,Mtoe,2009,1.0656,Calculated,,Final consumption of residential for space heating with climatic corrections
toccfreschc,LV,Mtoe,2010,0.8677,Calculated,,Final consumption of residential for space heating with climatic corrections
toccfreschc,LV,Mtoe,2011,0.9429,Calculated,,Final consumption of residential for space heating with climatic corrections
toccfreschc,LV,Mtoe,2012,0.9084,Calculated,,Final consumption of residential for space heating with climatic corrections
toccfreschc,LV,Mtoe,2013,0.8771,Calculated,,Final consumption of residential for space heating with climatic corrections
toccfreschc,LV,Mtoe,2014,0.8677,Calculated,,Final consumption of residential for space heating with climatic corrections
toccfreschc,LV,Mtoe,2015,0.7963,Calculated,,Final consumption of residential for space heating with climatic corrections
toccfreschc,LV,Mtoe,2016,0.7754,Calculated,,Final consumption of residential for space heating with climatic corrections
toccfreschc,LV,Mtoe,2017,0.8197,Calculated,,Final consumption of residential for space heating with climatic corrections
toccfreschc,LV,Mtoe,2018,0.8649,Calculated,,Final consumption of residential for space heating with climatic corrections
toccfreschc,LV,Mtoe,2019,0.8812,Calculated,,Final consumption of residential for space heating with climatic corrections
toccfreschc,LV,Mtoe,2020,n.a.,Calculated,,Final consumption of residential for space heating with climatic corrections
toccfreschc,LT,Mtoe,1990,n.a.,LITSO,,Final consumption of residential for space heating with climatic corrections
toccfreschc,LT,Mtoe,1991,n.a.,LITSO,,Final consumption of residential for space heating with climatic corrections
toccfreschc,LT,Mtoe,1992,n.a.,LITSO,,Final consumption of residential for space heating with climatic corrections
toccfreschc,LT,Mtoe,1993,n.a.,LITSO,,Final consumption of residential for space heating with climatic corrections
toccfreschc,LT,Mtoe,1994,n.a.,LITSO,,Final consumption of residential for space heating with climatic corrections
toccfreschc,LT,Mtoe,1995,n.a.,LITSO,,Final consumption of residential for space heating with climatic corrections
toccfreschc,LT,Mtoe,1996,n.a.,LITSO,,Final consumption of residential for space heating with climatic corrections
toccfreschc,LT,Mtoe,1997,n.a.,LITSO,,Final consumption of residential for space heating with climatic corrections
toccfreschc,LT,Mtoe,1998,n.a.,LITSO,,Final consumption of residential for space heating with climatic corrections
toccfreschc,LT,Mtoe,1999,n.a.,LITSO,,Final consumption of residential for space heating with climatic corrections
toccfreschc,LT,Mtoe,2000,1.1220,LITSO,,Final consumption of residential for space heating with climatic corrections
toccfreschc,LT,Mtoe,2001,1.0714,LITSO,,Final consumption of residential for space heating with climatic corrections
toccfreschc,LT,Mtoe,2002,1.1190,LITSO,,Final consumption of residential for space heating with climatic corrections
toccfreschc,LT,Mtoe,2003,1.0701,LITSO,,Final consumption of residential for space heating with climatic corrections
toccfreschc,LT,Mtoe,2004,1.0753,LITSO,,Final consumption of residential for space heating with climatic corrections
toccfreschc,LT,Mtoe,2005,1.1057,LITSO,,Final consumption of residential for space heating with climatic corrections
toccfreschc,LT,Mtoe,2006,1.1840,LITSO,,Final consumption of residential for space heating with climatic corrections
toccfreschc,LT,Mtoe,2007,1.1680,LITSO,,Final consumption of residential for space heating with climatic corrections
toccfreschc,LT,Mtoe,2008,1.2518,LITSO,,Final consumption of residential for space heating with climatic corrections
toccfreschc,LT,Mtoe,2009,1.1552,LITSO,,Final consumption of residential for space heating with climatic corrections
toccfreschc,LT,Mtoe,2010,1.0659,LITSO,,Final consumption of residential for space heating with climatic corrections
toccfreschc,LT,Mtoe,2011,1.1651,LITSO,,Final consumption of residential for space heating with climatic corrections
toccfreschc,LT,Mtoe,2012,1.0896,LITSO,,Final consumption of residential for space heating with climatic corrections
toccfreschc,LT,Mtoe,2013,1.0930,LITSO,,Final consumption of residential for space heating with climatic corrections
toccfreschc,LT,Mtoe,2014,1.0642,LITSO,,Final consumption of residential for space heating with climatic corrections
toccfreschc,LT,Mtoe,2015,1.0917,LITSO,,Final consumption of residential for space heating with climatic corrections
toccfreschc,LT,Mtoe,2016,1.0753,LITSO,,Final consumption of residential for space heating with climatic corrections
toccfreschc,LT,Mtoe,2017,1.0851,LITSO,,Final consumption of residential for space heating with climatic corrections
toccfreschc,LT,Mtoe,2018,1.1454,LITSO,,Final consumption of residential for space heating with climatic corrections
toccfreschc,LT,Mtoe,2019,1.1771,LITSO,,Final consumption of residential for space heating with climatic corrections
toccfreschc,LT,Mtoe,2020,n.a.,LITSO,,Final consumption of residential for space heating with climatic corrections
toccfreschc,LU,Mtoe,1990,n.a.,STATEC,,Final consumption of residential for space heating with climatic corrections
toccfreschc,LU,Mtoe,1991,n.a.,STATEC,,Final consumption of residential for space heating with climatic corrections
toccfreschc,LU,Mtoe,1992,n.a.,STATEC,,Final consumption of residential for space heating with climatic corrections
toccfreschc,LU,Mtoe,1993,n.a.,STATEC,,Final consumption of residential for space heating with climatic corrections
toccfreschc,LU,Mtoe,1994,n.a.,STATEC,,Final consumption of residential for space heating with climatic corrections
toccfreschc,LU,Mtoe,1995,n.a.,STATEC,,Final consumption of residential for space heating with climatic corrections
toccfreschc,LU,Mtoe,1996,n.a.,STATEC,,Final consumption of residential for space heating with climatic corrections
toccfreschc,LU,Mtoe,1997,n.a.,STATEC,,Final consumption of residential for space heating with climatic corrections
toccfreschc,LU,Mtoe,1998,n.a.,STATEC,,Final consumption of residential for space heating with climatic corrections
toccfreschc,LU,Mtoe,1999,n.a.,STATEC,,Final consumption of residential for space heating with climatic corrections
toccfreschc,LU,Mtoe,2000,n.a.,STATEC,,Final consumption of residential for space heating with climatic corrections
toccfreschc,LU,Mtoe,2001,n.a.,STATEC,,Final consumption of residential for space heating with climatic corrections
toccfreschc,LU,Mtoe,2002,n.a.,STATEC,,Final consumption of residential for space heating with climatic corrections
toccfreschc,LU,Mtoe,2003,n.a.,STATEC,,Final consumption of residential for space heating with climatic corrections
toccfreschc,LU,Mtoe,2004,n.a.,STATEC,,Final consumption of residential for space heating with climatic corrections
toccfreschc,LU,Mtoe,2005,n.a.,STATEC,,Final consumption of residential for space heating with climatic corrections
