Database
Item code,ISO code,Unit,Year,Value,Source Code,Note,Title
toccfreschc,LU,Mtoe,2006,n.a.,STATEC,,Final consumption of residential for space heating with climatic corrections
toccfreschc,LU,Mtoe,2007,n.a.,STATEC,,Final consumption of residential for space heating with climatic corrections
toccfreschc,LU,Mtoe,2008,0.4219,STATEC,,Final consumption of residential for space heating with climatic corrections
toccfreschc,LU,Mtoe,2009,0.4343,STATEC,,Final consumption of residential for space heating with climatic corrections
toccfreschc,LU,Mtoe,2010,0.3723,STATEC,,Final consumption of residential for space heating with climatic corrections
toccfreschc,LU,Mtoe,2011,0.4331,STATEC,,Final consumption of residential for space heating with climatic corrections
toccfreschc,LU,Mtoe,2012,0.3842,STATEC,,Final consumption of residential for space heating with climatic corrections
toccfreschc,LU,Mtoe,2013,0.3679,STATEC,,Final consumption of residential for space heating with climatic corrections
toccfreschc,LU,Mtoe,2014,0.4259,STATEC,,Final consumption of residential for space heating with climatic corrections
toccfreschc,LU,Mtoe,2015,0.4309,STATEC,,Final consumption of residential for space heating with climatic corrections
toccfreschc,LU,Mtoe,2016,0.4262,STATEC,,Final consumption of residential for space heating with climatic corrections
toccfreschc,LU,Mtoe,2017,0.4444,STATEC,,Final consumption of residential for space heating with climatic corrections
toccfreschc,LU,Mtoe,2018,0.4694,STATEC,,Final consumption of residential for space heating with climatic corrections
toccfreschc,LU,Mtoe,2019,0.4064,STATEC,,Final consumption of residential for space heating with climatic corrections
toccfreschc,LU,Mtoe,2020,n.a.,STATEC,,Final consumption of residential for space heating with climatic corrections
toccfreschc,MT,Mtoe,1990,n.a.,ODYSSEE,,Final consumption of residential for space heating with climatic corrections
toccfreschc,MT,Mtoe,1991,n.a.,ODYSSEE,,Final consumption of residential for space heating with climatic corrections
toccfreschc,MT,Mtoe,1992,n.a.,ODYSSEE,,Final consumption of residential for space heating with climatic corrections
toccfreschc,MT,Mtoe,1993,n.a.,ODYSSEE,,Final consumption of residential for space heating with climatic corrections
toccfreschc,MT,Mtoe,1994,n.a.,ODYSSEE,,Final consumption of residential for space heating with climatic corrections
toccfreschc,MT,Mtoe,1995,n.a.,ODYSSEE,,Final consumption of residential for space heating with climatic corrections
toccfreschc,MT,Mtoe,1996,n.a.,ODYSSEE,,Final consumption of residential for space heating with climatic corrections
toccfreschc,MT,Mtoe,1997,n.a.,ODYSSEE,,Final consumption of residential for space heating with climatic corrections
toccfreschc,MT,Mtoe,1998,n.a.,ODYSSEE,,Final consumption of residential for space heating with climatic corrections
toccfreschc,MT,Mtoe,1999,n.a.,ODYSSEE,,Final consumption of residential for space heating with climatic corrections
toccfreschc,MT,Mtoe,2000,0.0096,ODYSSEE,,Final consumption of residential for space heating with climatic corrections
toccfreschc,MT,Mtoe,2001,0.0113,ODYSSEE,,Final consumption of residential for space heating with climatic corrections
toccfreschc,MT,Mtoe,2002,0.0108,ODYSSEE,,Final consumption of residential for space heating with climatic corrections
toccfreschc,MT,Mtoe,2003,0.0080,ODYSSEE,,Final consumption of residential for space heating with climatic corrections
toccfreschc,MT,Mtoe,2004,0.0093,ODYSSEE,,Final consumption of residential for space heating with climatic corrections
toccfreschc,MT,Mtoe,2005,0.0081,ODYSSEE,,Final consumption of residential for space heating with climatic corrections
toccfreschc,MT,Mtoe,2006,0.0102,ODYSSEE,,Final consumption of residential for space heating with climatic corrections
toccfreschc,MT,Mtoe,2007,0.0136,ODYSSEE,,Final consumption of residential for space heating with climatic corrections
toccfreschc,MT,Mtoe,2008,0.0150,ODYSSEE,,Final consumption of residential for space heating with climatic corrections
toccfreschc,MT,Mtoe,2009,0.0107,ODYSSEE,,Final consumption of residential for space heating with climatic corrections
toccfreschc,MT,Mtoe,2010,0.0129,ODYSSEE,,Final consumption of residential for space heating with climatic corrections
toccfreschc,MT,Mtoe,2011,0.0108,ODYSSEE,,Final consumption of residential for space heating with climatic corrections
toccfreschc,MT,Mtoe,2012,0.0090,ODYSSEE,,Final consumption of residential for space heating with climatic corrections
toccfreschc,MT,Mtoe,2013,0.0147,ODYSSEE,,Final consumption of residential for space heating with climatic corrections
toccfreschc,MT,Mtoe,2014,0.0108,ODYSSEE,,Final consumption of residential for space heating with climatic corrections
toccfreschc,MT,Mtoe,2015,0.0105,ODYSSEE,,Final consumption of residential for space heating with climatic corrections
toccfreschc,MT,Mtoe,2016,0.0140,ODYSSEE,,Final consumption of residential for space heating with climatic corrections
toccfreschc,MT,Mtoe,2017,0.0123,ODYSSEE,,Final consumption of residential for space heating with climatic corrections
toccfreschc,MT,Mtoe,2018,0.0136,ODYSSEE,,Final consumption of residential for space heating with climatic corrections
toccfreschc,MT,Mtoe,2019,0.0116,ODYSSEE,,Final consumption of residential for space heating with climatic corrections
toccfreschc,MT,Mtoe,2020,n.a.,ODYSSEE,,Final consumption of residential for space heating with climatic corrections
toccfreschc,NL,Mtoe,1990,n.a.,CBS,,Final consumption of residential for space heating with climatic corrections
toccfreschc,NL,Mtoe,1991,n.a.,CBS,,Final consumption of residential for space heating with climatic corrections
toccfreschc,NL,Mtoe,1992,n.a.,CBS,,Final consumption of residential for space heating with climatic corrections
toccfreschc,NL,Mtoe,1993,n.a.,CBS,,Final consumption of residential for space heating with climatic corrections
toccfreschc,NL,Mtoe,1994,n.a.,CBS,,Final consumption of residential for space heating with climatic corrections
toccfreschc,NL,Mtoe,1995,9.0169,CBS,,Final consumption of residential for space heating with climatic corrections
toccfreschc,NL,Mtoe,1996,9.2263,CBS,,Final consumption of residential for space heating with climatic corrections
toccfreschc,NL,Mtoe,1997,8.8937,CBS,,Final consumption of residential for space heating with climatic corrections
toccfreschc,NL,Mtoe,1998,8.6690,CBS,,Final consumption of residential for space heating with climatic corrections
toccfreschc,NL,Mtoe,1999,8.5309,CBS,,Final consumption of residential for space heating with climatic corrections
toccfreschc,NL,Mtoe,2000,8.5230,CBS,,Final consumption of residential for space heating with climatic corrections
toccfreschc,NL,Mtoe,2001,8.5497,CBS,,Final consumption of residential for space heating with climatic corrections
toccfreschc,NL,Mtoe,2002,8.5821,CBS,,Final consumption of residential for space heating with climatic corrections
toccfreschc,NL,Mtoe,2003,8.3134,CBS,,Final consumption of residential for space heating with climatic corrections
toccfreschc,NL,Mtoe,2004,8.0094,CBS,,Final consumption of residential for space heating with climatic corrections
toccfreschc,NL,Mtoe,2005,7.8517,CBS,,Final consumption of residential for space heating with climatic corrections
toccfreschc,NL,Mtoe,2006,8.2418,CBS,,Final consumption of residential for space heating with climatic corrections
toccfreschc,NL,Mtoe,2007,7.6174,CBS,,Final consumption of residential for space heating with climatic corrections
toccfreschc,NL,Mtoe,2008,8.0878,CBS,,Final consumption of residential for space heating with climatic corrections
toccfreschc,NL,Mtoe,2009,8.0015,CBS,,Final consumption of residential for space heating with climatic corrections
toccfreschc,NL,Mtoe,2010,8.1686,CBS,,Final consumption of residential for space heating with climatic corrections
toccfreschc,NL,Mtoe,2011,7.5947,CBS,,Final consumption of residential for space heating with climatic corrections
toccfreschc,NL,Mtoe,2012,7.4336,CBS,,Final consumption of residential for space heating with climatic corrections
toccfreschc,NL,Mtoe,2013,7.6189,CBS,,Final consumption of residential for space heating with climatic corrections
toccfreschc,NL,Mtoe,2014,6.9297,CBS,,Final consumption of residential for space heating with climatic corrections
toccfreschc,NL,Mtoe,2015,6.7705,CBS,,Final consumption of residential for space heating with climatic corrections
toccfreschc,NL,Mtoe,2016,6.8704,CBS,,Final consumption of residential for space heating with climatic corrections
toccfreschc,NL,Mtoe,2017,6.9650,CBS,,Final consumption of residential for space heating with climatic corrections
toccfreschc,NL,Mtoe,2018,7.0982,CBS,,Final consumption of residential for space heating with climatic corrections
toccfreschc,NL,Mtoe,2019,6.6620,CBS,,Final consumption of residential for space heating with climatic corrections
toccfreschc,NL,Mtoe,2020,n.a.,CBS,,Final consumption of residential for space heating with climatic corrections
toccfreschc,PL,Mtoe,1990,14.5554,SP,,Final consumption of residential for space heating with climatic corrections
toccfreschc,PL,Mtoe,1991,14.8924,SP,,Final consumption of residential for space heating with climatic corrections
toccfreschc,PL,Mtoe,1992,16.3027,SP,,Final consumption of residential for space heating with climatic corrections
toccfreschc,PL,Mtoe,1993,19.2823,SP,,Final consumption of residential for space heating with climatic corrections
toccfreschc,PL,Mtoe,1994,18.8934,SP,,Final consumption of residential for space heating with climatic corrections
toccfreschc,PL,Mtoe,1995,17.4381,SP,,Final consumption of residential for space heating with climatic corrections
toccfreschc,PL,Mtoe,1996,15.1508,SP,,Final consumption of residential for space heating with climatic corrections
toccfreschc,PL,Mtoe,1997,15.9706,SP,,Final consumption of residential for space heating with climatic corrections
toccfreschc,PL,Mtoe,1998,14.4056,SP,,Final consumption of residential for space heating with climatic corrections
toccfreschc,PL,Mtoe,1999,15.2940,SP,,Final consumption of residential for space heating with climatic corrections
toccfreschc,PL,Mtoe,2000,14.0202,SP,,Final consumption of residential for space heating with climatic corrections
toccfreschc,PL,Mtoe,2001,13.7347,SP,,Final consumption of residential for space heating with climatic corrections
toccfreschc,PL,Mtoe,2002,14.1928,SP,,Final consumption of residential for space heating with climatic corrections
toccfreschc,PL,Mtoe,2003,13.0732,SP,,Final consumption of residential for space heating with climatic corrections
toccfreschc,PL,Mtoe,2004,13.5563,SP,,Final consumption of residential for space heating with climatic corrections
toccfreschc,PL,Mtoe,2005,14.0787,SP,,Final consumption of residential for space heating with climatic corrections
toccfreschc,PL,Mtoe,2006,15.4595,SP,,Final consumption of residential for space heating with climatic corrections
toccfreschc,PL,Mtoe,2007,15.0259,SP,,Final consumption of residential for space heating with climatic corrections
toccfreschc,PL,Mtoe,2008,15.4644,SP,,Final consumption of residential for space heating with climatic corrections
toccfreschc,PL,Mtoe,2009,14.5767,SP,,Final consumption of residential for space heating with climatic corrections
toccfreschc,PL,Mtoe,2010,14.3588,SP,,Final consumption of residential for space heating with climatic corrections
toccfreschc,PL,Mtoe,2011,15.2209,SP,,Final consumption of residential for space heating with climatic corrections
toccfreschc,PL,Mtoe,2012,14.8333,SP,,Final consumption of residential for space heating with climatic corrections
toccfreschc,PL,Mtoe,2013,14.7021,SP,,Final consumption of residential for space heating with climatic corrections
toccfreschc,PL,Mtoe,2014,15.0709,SP,,Final consumption of residential for space heating with climatic corrections
toccfreschc,PL,Mtoe,2015,14.1930,SP,,Final consumption of residential for space heating with climatic corrections
toccfreschc,PL,Mtoe,2016,14.3207,SP,,Final consumption of residential for space heating with climatic corrections
toccfreschc,PL,Mtoe,2017,14.2653,SP,,Final consumption of residential for space heating with climatic corrections
toccfreschc,PL,Mtoe,2018,14.5213,SP,,Final consumption of residential for space heating with climatic corrections
toccfreschc,PL,Mtoe,2019,13.7605,SP,,Final consumption of residential for space heating with climatic corrections
toccfreschc,PL,Mtoe,2020,n.a.,SP,,Final consumption of residential for space heating with climatic corrections
toccfreschc,PT,Mtoe,1990,n.a.,ODYSSEE,,Final consumption of residential for space heating with climatic corrections
toccfreschc,PT,Mtoe,1991,n.a.,ODYSSEE,,Final consumption of residential for space heating with climatic corrections
toccfreschc,PT,Mtoe,1992,n.a.,ODYSSEE,,Final consumption of residential for space heating with climatic corrections
toccfreschc,PT,Mtoe,1993,n.a.,ODYSSEE,,Final consumption of residential for space heating with climatic corrections
toccfreschc,PT,Mtoe,1994,n.a.,ODYSSEE,,Final consumption of residential for space heating with climatic corrections
toccfreschc,PT,Mtoe,1995,n.a.,ODYSSEE,,Final consumption of residential for space heating with climatic corrections
toccfreschc,PT,Mtoe,1996,n.a.,ODYSSEE,,Final consumption of residential for space heating with climatic corrections
toccfreschc,PT,Mtoe,1997,n.a.,ODYSSEE,,Final consumption of residential for space heating with climatic corrections
toccfreschc,PT,Mtoe,1998,n.a.,ODYSSEE,,Final consumption of residential for space heating with climatic corrections
toccfreschc,PT,Mtoe,1999,n.a.,ODYSSEE,,Final consumption of residential for space heating with climatic corrections
toccfreschc,PT,Mtoe,2000,0.6998,ODYSSEE,,Final consumption of residential for space heating with climatic corrections
toccfreschc,PT,Mtoe,2001,0.7087,ODYSSEE,,Final consumption of residential for space heating with climatic corrections
toccfreschc,PT,Mtoe,2002,0.7691,ODYSSEE,,Final consumption of residential for space heating with climatic corrections
toccfreschc,PT,Mtoe,2003,0.7376,ODYSSEE,,Final consumption of residential for space heating with climatic corrections
toccfreschc,PT,Mtoe,2004,0.6864,ODYSSEE,,Final consumption of residential for space heating with climatic corrections
toccfreschc,PT,Mtoe,2005,0.7076,ODYSSEE,,Final consumption of residential for space heating with climatic corrections
toccfreschc,PT,Mtoe,2006,0.8063,ODYSSEE,,Final consumption of residential for space heating with climatic corrections
toccfreschc,PT,Mtoe,2007,0.7705,ODYSSEE,,Final consumption of residential for space heating with climatic corrections
toccfreschc,PT,Mtoe,2008,0.7472,ODYSSEE,,Final consumption of residential for space heating with climatic corrections
toccfreschc,PT,Mtoe,2009,0.8232,ODYSSEE,,Final consumption of residential for space heating with climatic corrections
toccfreschc,PT,Mtoe,2010,0.5796,ODYSSEE,,Final consumption of residential for space heating with climatic corrections
toccfreschc,PT,Mtoe,2011,0.6390,ODYSSEE,,Final consumption of residential for space heating with climatic corrections
toccfreschc,PT,Mtoe,2012,0.5280,ODYSSEE,,Final consumption of residential for space heating with climatic corrections
toccfreschc,PT,Mtoe,2013,0.5314,ODYSSEE,,Final consumption of residential for space heating with climatic corrections
toccfreschc,PT,Mtoe,2014,0.6026,ODYSSEE,,Final consumption of residential for space heating with climatic corrections
toccfreschc,PT,Mtoe,2015,0.6330,ODYSSEE,,Final consumption of residential for space heating with climatic corrections
toccfreschc,PT,Mtoe,2016,0.5758,ODYSSEE,,Final consumption of residential for space heating with climatic corrections
toccfreschc,PT,Mtoe,2017,0.6550,ODYSSEE,,Final consumption of residential for space heating with climatic corrections
toccfreschc,PT,Mtoe,2018,0.5546,ODYSSEE,,Final consumption of residential for space heating with climatic corrections
toccfreschc,PT,Mtoe,2019,0.6387,ODYSSEE,,Final consumption of residential for space heating with climatic corrections
toccfreschc,PT,Mtoe,2020,n.a.,ODYSSEE,,Final consumption of residential for space heating with climatic corrections
toccfreschc,RO,Mtoe,1990,n.a.,ODYSSEE,,Final consumption of residential for space heating with climatic corrections
toccfreschc,RO,Mtoe,1991,n.a.,ODYSSEE,,Final consumption of residential for space heating with climatic corrections
toccfreschc,RO,Mtoe,1992,5.1268,ODYSSEE,,Final consumption of residential for space heating with climatic corrections
toccfreschc,RO,Mtoe,1993,5.0508,ODYSSEE,,Final consumption of residential for space heating with climatic corrections
toccfreschc,RO,Mtoe,1994,5.7636,ODYSSEE,,Final consumption of residential for space heating with climatic corrections
toccfreschc,RO,Mtoe,1995,4.6830,ODYSSEE,,Final consumption of residential for space heating with climatic corrections
toccfreschc,RO,Mtoe,1996,5.4856,ODYSSEE,,Final consumption of residential for space heating with climatic corrections
toccfreschc,RO,Mtoe,1997,5.4904,ODYSSEE,,Final consumption of residential for space heating with climatic corrections
toccfreschc,RO,Mtoe,1998,5.5871,ODYSSEE,,Final consumption of residential for space heating with climatic corrections
toccfreschc,RO,Mtoe,1999,5.5042,ODYSSEE,,Final consumption of residential for space heating with climatic corrections
toccfreschc,RO,Mtoe,2000,5.3771,ODYSSEE,,Final consumption of residential for space heating with climatic corrections
toccfreschc,RO,Mtoe,2001,4.4487,ODYSSEE,,Final consumption of residential for space heating with climatic corrections
toccfreschc,RO,Mtoe,2002,4.3198,ODYSSEE,,Final consumption of residential for space heating with climatic corrections
toccfreschc,RO,Mtoe,2003,4.0760,ODYSSEE,,Final consumption of residential for space heating with climatic corrections
toccfreschc,RO,Mtoe,2004,4.4106,ODYSSEE,,Final consumption of residential for space heating with climatic corrections
toccfreschc,RO,Mtoe,2005,3.7633,ODYSSEE,,Final consumption of residential for space heating with climatic corrections
toccfreschc,RO,Mtoe,2006,3.7026,ODYSSEE,,Final consumption of residential for space heating with climatic corrections
toccfreschc,RO,Mtoe,2007,3.9239,ODYSSEE,,Final consumption of residential for space heating with climatic corrections
toccfreschc,RO,Mtoe,2008,4.3508,ODYSSEE,,Final consumption of residential for space heating with climatic corrections
toccfreschc,RO,Mtoe,2009,4.2064,ODYSSEE,,Final consumption of residential for space heating with climatic corrections
toccfreschc,RO,Mtoe,2010,4.0165,ODYSSEE,,Final consumption of residential for space heating with climatic corrections
toccfreschc,RO,Mtoe,2011,3.9500,ODYSSEE,,Final consumption of residential for space heating with climatic corrections
toccfreschc,RO,Mtoe,2012,4.0037,ODYSSEE,,Final consumption of residential for space heating with climatic corrections
toccfreschc,RO,Mtoe,2013,4.2343,ODYSSEE,,Final consumption of residential for space heating with climatic corrections
toccfreschc,RO,Mtoe,2014,4.3986,ODYSSEE,,Final consumption of residential for space heating with climatic corrections
toccfreschc,RO,Mtoe,2015,4.4581,ODYSSEE,,Final consumption of residential for space heating with climatic corrections
toccfreschc,RO,Mtoe,2016,4.3292,ODYSSEE,,Final consumption of residential for space heating with climatic corrections
toccfreschc,RO,Mtoe,2017,4.4942,ODYSSEE,,Final consumption of residential for space heating with climatic corrections
toccfreschc,RO,Mtoe,2018,4.8715,ODYSSEE,,Final consumption of residential for space heating with climatic corrections
toccfreschc,RO,Mtoe,2019,5.3174,ODYSSEE,,Final consumption of residential for space heating with climatic corrections
toccfreschc,RO,Mtoe,2020,n.a.,ODYSSEE,,Final consumption of residential for space heating with climatic corrections
toccfreschc,SK,Mtoe,1990,1.5821,SOSR,,Final consumption of residential for space heating with climatic corrections
toccfreschc,SK,Mtoe,1991,1.1501,SOSR,,Final consumption of residential for space heating with climatic corrections
toccfreschc,SK,Mtoe,1992,1.1482,SOSR,,Final consumption of residential for space heating with climatic corrections
toccfreschc,SK,Mtoe,1993,1.0589,SOSR,,Final consumption of residential for space heating with climatic corrections
toccfreschc,SK,Mtoe,1994,1.2106,SOSR,,Final consumption of residential for space heating with climatic corrections
toccfreschc,SK,Mtoe,1995,1.2623,SOSR,,Final consumption of residential for space heating with climatic corrections
toccfreschc,SK,Mtoe,1996,1.3499,SOSR,,Final consumption of residential for space heating with climatic corrections
toccfreschc,SK,Mtoe,1997,1.5058,SOSR,,Final consumption of residential for space heating with climatic corrections
toccfreschc,SK,Mtoe,1998,1.6260,SOSR,,Final consumption of residential for space heating with climatic corrections
toccfreschc,SK,Mtoe,1999,1.7789,SOSR,,Final consumption of residential for space heating with climatic corrections
toccfreschc,SK,Mtoe,2000,1.9099,SOSR,,Final consumption of residential for space heating with climatic corrections
toccfreschc,SK,Mtoe,2001,2.0665,SOSR,,Final consumption of residential for space heating with climatic corrections
toccfreschc,SK,Mtoe,2002,2.1130,SOSR,,Final consumption of residential for space heating with climatic corrections
toccfreschc,SK,Mtoe,2003,1.8841,SOSR,,Final consumption of residential for space heating with climatic corrections
toccfreschc,SK,Mtoe,2004,1.7870,SOSR,,Final consumption of residential for space heating with climatic corrections
toccfreschc,SK,Mtoe,2005,1.6422,SOSR,,Final consumption of residential for space heating with climatic corrections
toccfreschc,SK,Mtoe,2006,1.5497,SOSR,,Final consumption of residential for space heating with climatic corrections
toccfreschc,SK,Mtoe,2007,1.4747,SOSR,,Final consumption of residential for space heating with climatic corrections
toccfreschc,SK,Mtoe,2008,1.5504,SOSR,,Final consumption of residential for space heating with climatic corrections
toccfreschc,SK,Mtoe,2009,1.5085,SOSR,,Final consumption of residential for space heating with climatic corrections
toccfreschc,SK,Mtoe,2010,1.5196,SOSR,,Final consumption of residential for space heating with climatic corrections
toccfreschc,SK,Mtoe,2011,1.4566,SOSR,,Final consumption of residential for space heating with climatic corrections
toccfreschc,SK,Mtoe,2012,1.3297,SOSR,,Final consumption of residential for space heating with climatic corrections
toccfreschc,SK,Mtoe,2013,1.3998,SOSR,,Final consumption of residential for space heating with climatic corrections
toccfreschc,SK,Mtoe,2014,1.4656,SOSR,,Final consumption of residential for space heating with climatic corrections
toccfreschc,SK,Mtoe,2015,1.3368,SOSR,,Final consumption of residential for space heating with climatic corrections
toccfreschc,SK,Mtoe,2016,1.3257,SOSR,,Final consumption of residential for space heating with climatic corrections
toccfreschc,SK,Mtoe,2017,1.3611,SOSR,,Final consumption of residential for space heating with climatic corrections
toccfreschc,SK,Mtoe,2018,1.4591,SOSR,,Final consumption of residential for space heating with climatic corrections
toccfreschc,SK,Mtoe,2019,n.a.,SOSR,,Final consumption of residential for space heating with climatic corrections
toccfreschc,SK,Mtoe,2020,n.a.,SOSR,,Final consumption of residential for space heating with climatic corrections
toccfreschc,SI,Mtoe,1990,n.a.,JSI_EEC,,Final consumption of residential for space heating with climatic corrections
toccfreschc,SI,Mtoe,1991,n.a.,JSI_EEC,,Final consumption of residential for space heating with climatic corrections
toccfreschc,SI,Mtoe,1992,n.a.,JSI_EEC,,Final consumption of residential for space heating with climatic corrections
toccfreschc,SI,Mtoe,1993,n.a.,JSI_EEC,,Final consumption of residential for space heating with climatic corrections
toccfreschc,SI,Mtoe,1994,n.a.,JSI_EEC,,Final consumption of residential for space heating with climatic corrections
toccfreschc,SI,Mtoe,1995,n.a.,JSI_EEC,,Final consumption of residential for space heating with climatic corrections
toccfreschc,SI,Mtoe,1996,n.a.,JSI_EEC,,Final consumption of residential for space heating with climatic corrections
toccfreschc,SI,Mtoe,1997,n.a.,JSI_EEC,,Final consumption of residential for space heating with climatic corrections
toccfreschc,SI,Mtoe,1998,n.a.,JSI_EEC,,Final consumption of residential for space heating with climatic corrections
toccfreschc,SI,Mtoe,1999,n.a.,JSI_EEC,,Final consumption of residential for space heating with climatic corrections
toccfreschc,SI,Mtoe,2000,1.0781,JSI_EEC,,Final consumption of residential for space heating with climatic corrections
toccfreschc,SI,Mtoe,2001,1.0369,JSI_EEC,,Final consumption of residential for space heating with climatic corrections
toccfreschc,SI,Mtoe,2002,1.0139,JSI_EEC,,Final consumption of residential for space heating with climatic corrections
toccfreschc,SI,Mtoe,2003,0.9859,JSI_EEC,,Final consumption of residential for space heating with climatic corrections
toccfreschc,SI,Mtoe,2004,0.9801,JSI_EEC,,Final consumption of residential for space heating with climatic corrections
toccfreschc,SI,Mtoe,2005,0.9962,JSI_EEC,,Final consumption of residential for space heating with climatic corrections
toccfreschc,SI,Mtoe,2006,0.9705,JSI_EEC,,Final consumption of residential for space heating with climatic corrections
toccfreschc,SI,Mtoe,2007,1.0227,JSI_EEC,,Final consumption of residential for space heating with climatic corrections
toccfreschc,SI,Mtoe,2008,1.0331,JSI_EEC,,Final consumption of residential for space heating with climatic corrections
toccfreschc,SI,Mtoe,2009,0.9881,JSI_EEC,,Final consumption of residential for space heating with climatic corrections
toccfreschc,SI,Mtoe,2010,0.9274,JSI_EEC,,Final consumption of residential for space heating with climatic corrections
toccfreschc,SI,Mtoe,2011,0.9486,JSI_EEC,,Final consumption of residential for space heating with climatic corrections
toccfreschc,SI,Mtoe,2012,0.9071,JSI_EEC,,Final consumption of residential for space heating with climatic corrections
toccfreschc,SI,Mtoe,2013,0.8772,JSI_EEC,,Final consumption of residential for space heating with climatic corrections
toccfreschc,SI,Mtoe,2014,0.8468,JSI_EEC,,Final consumption of residential for space heating with climatic corrections
toccfreschc,SI,Mtoe,2015,0.8392,JSI_EEC,,Final consumption of residential for space heating with climatic corrections
toccfreschc,SI,Mtoe,2016,0.8390,JSI_EEC,,Final consumption of residential for space heating with climatic corrections
toccfreschc,SI,Mtoe,2017,0.7816,JSI_EEC,,Final consumption of residential for space heating with climatic corrections
toccfreschc,SI,Mtoe,2018,0.7658,JSI_EEC,,Final consumption of residential for space heating with climatic corrections
toccfreschc,SI,Mtoe,2019,0.7367,JSI_EEC,,Final consumption of residential for space heating with climatic corrections
toccfreschc,SI,Mtoe,2020,n.a.,JSI_EEC,,Final consumption of residential for space heating with climatic corrections
toccfreschc,ES,Mtoe,1990,4.9147,IDAE,,Final consumption of residential for space heating with climatic corrections
toccfreschc,ES,Mtoe,1991,5.0980,IDAE,,Final consumption of residential for space heating with climatic corrections
toccfreschc,ES,Mtoe,1992,5.2199,IDAE,,Final consumption of residential for space heating with climatic corrections
toccfreschc,ES,Mtoe,1993,5.4536,IDAE,,Final consumption of residential for space heating with climatic corrections
toccfreschc,ES,Mtoe,1994,5.2887,IDAE,,Final consumption of residential for space heating with climatic corrections
toccfreschc,ES,Mtoe,1995,5.1642,IDAE,,Final consumption of residential for space heating with climatic corrections
toccfreschc,ES,Mtoe,1996,5.1889,IDAE,,Final consumption of residential for space heating with climatic corrections
toccfreschc,ES,Mtoe,1997,5.6785,IDAE,,Final consumption of residential for space heating with climatic corrections
toccfreschc,ES,Mtoe,1998,5.5895,IDAE,,Final consumption of residential for space heating with climatic corrections
toccfreschc,ES,Mtoe,1999,6.0259,IDAE,,Final consumption of residential for space heating with climatic corrections
toccfreschc,ES,Mtoe,2000,6.3493,IDAE,,Final consumption of residential for space heating with climatic corrections
toccfreschc,ES,Mtoe,2001,6.3761,IDAE,,Final consumption of residential for space heating with climatic corrections
toccfreschc,ES,Mtoe,2002,6.2819,IDAE,,Final consumption of residential for space heating with climatic corrections
toccfreschc,ES,Mtoe,2003,6.3183,IDAE,,Final consumption of residential for space heating with climatic corrections
toccfreschc,ES,Mtoe,2004,6.7983,IDAE,,Final consumption of residential for space heating with climatic corrections
toccfreschc,ES,Mtoe,2005,7.5348,IDAE,,Final consumption of residential for space heating with climatic corrections
toccfreschc,ES,Mtoe,2006,8.3131,IDAE,,Final consumption of residential for space heating with climatic corrections
toccfreschc,ES,Mtoe,2007,7.9608,IDAE,,Final consumption of residential for space heating with climatic corrections
toccfreschc,ES,Mtoe,2008,7.7033,IDAE,,Final consumption of residential for space heating with climatic corrections
toccfreschc,ES,Mtoe,2009,8.3514,IDAE,,Final consumption of residential for space heating with climatic corrections
toccfreschc,ES,Mtoe,2010,7.0765,IDAE,,Final consumption of residential for space heating with climatic corrections
toccfreschc,ES,Mtoe,2011,7.6073,IDAE,,Final consumption of residential for space heating with climatic corrections
toccfreschc,ES,Mtoe,2012,6.4132,IDAE,,Final consumption of residential for space heating with climatic corrections
toccfreschc,ES,Mtoe,2013,6.1994,IDAE,,Final consumption of residential for space heating with climatic corrections
toccfreschc,ES,Mtoe,2014,7.3690,IDAE,,Final consumption of residential for space heating with climatic corrections
toccfreschc,ES,Mtoe,2015,7.4698,IDAE,,Final consumption of residential for space heating with climatic corrections
toccfreschc,ES,Mtoe,2016,6.9817,IDAE,,Final consumption of residential for space heating with climatic corrections
toccfreschc,ES,Mtoe,2017,7.0863,IDAE,,Final consumption of residential for space heating with climatic corrections
toccfreschc,ES,Mtoe,2018,6.4873,IDAE,,Final consumption of residential for space heating with climatic corrections
toccfreschc,ES,Mtoe,2019,6.7496,IDAE,,Final consumption of residential for space heating with climatic corrections
toccfreschc,ES,Mtoe,2020,n.a.,IDAE,,Final consumption of residential for space heating with climatic corrections
toccfreschc,SE,Mtoe,1990,5.6026,STEM,,Final consumption of residential for space heating with climatic corrections
toccfreschc,SE,Mtoe,1991,5.3435,STEM,,Final consumption of residential for space heating with climatic corrections
toccfreschc,SE,Mtoe,1992,5.3347,STEM,,Final consumption of residential for space heating with climatic corrections
toccfreschc,SE,Mtoe,1993,5.2802,STEM,,Final consumption of residential for space heating with climatic corrections
toccfreschc,SE,Mtoe,1994,5.2510,STEM,,Final consumption of residential for space heating with climatic corrections
toccfreschc,SE,Mtoe,1995,5.1072,STEM,,Final consumption of residential for space heating with climatic corrections
toccfreschc,SE,Mtoe,1996,5.0788,STEM,,Final consumption of residential for space heating with climatic corrections
toccfreschc,SE,Mtoe,1997,5.1176,STEM,,Final consumption of residential for space heating with climatic corrections
toccfreschc,SE,Mtoe,1998,5.2385,STEM,,Final consumption of residential for space heating with climatic corrections
toccfreschc,SE,Mtoe,1999,5.2935,STEM,,Final consumption of residential for space heating with climatic corrections
