,ISO code,Year,heat_energy_co,High,Low,dwel_area,deg_days,Country,GDP
554,SK,2012,1.3297,6.0,-1.2,85.4753,3296.36,Slovak Republic,26888.3481
555,SK,2013,1.3998,6.0,-1.2,85.7288,3237.52,Slovak Republic,27915.43321
556,SK,2014,1.4656,6.0,-1.2,85.9605,2713.17,Slovak Republic,28929.52636
557,SK,2015,1.3368,6.0,-1.2,86.136,3058.95,Slovak Republic,29964.88861
558,SK,2016,1.3257,6.0,-1.2,86.3356,3176.37,Slovak Republic,29645.74189
559,SK,2017,1.3611,6.0,-1.2,86.54,3289.94,Slovak Republic,30061.55147
560,SK,2018,1.4591,6.0,-1.2,86.75,2923.83,Slovak Republic,31214.59257
561,SI,2000,1.0781,6.2,-0.8,77.6974,2594.38,Slovenia,18001.22916
562,SI,2001,1.0369,6.2,-0.8,78.0641,2877.1,Slovenia,18948.20389
563,SI,2002,1.0139,6.2,-0.8,78.4249,2674.53,Slovenia,20241.52568
564,SI,2003,0.9859,6.2,-0.8,78.7479,3063.34,Slovenia,21112.37522
565,SI,2004,0.9801,6.2,-0.8,79.0279,3072.24,Slovenia,22760.94697
566,SI,2005,0.9962,6.2,-0.8,79.3129,3192.52,Slovenia,23852.64304
567,SI,2006,0.9705,6.2,-0.8,79.6649,2978.51,Slovenia,25720.44955
568,SI,2007,1.0227,6.2,-0.8,80.009,2685.84,Slovenia,27570.14519
569,SI,2008,1.0331,6.2,-0.8,80.3829,2793.77,Slovenia,29604.29147
570,SI,2009,0.9881,6.2,-0.8,80.7677,2795.7,Slovenia,27537.75846
571,SI,2010,0.9274,6.2,-0.8,81.1627,3136.59,Slovenia,27826.87234
572,SI,2011,0.9486,6.2,-0.8,81.4204,2826.88,Slovenia,28931.38332
573,SI,2012,0.9071,6.2,-0.8,81.629,2836.51,Slovenia,29042.82027
574,SI,2013,0.8772,6.2,-0.8,81.7886,2870.67,Slovenia,29973.69935
575,SI,2014,0.8468,6.2,-0.8,81.8872,2345.72,Slovenia,30870.02367
576,SI,2015,0.8392,6.2,-0.8,81.9731,2703.06,Slovenia,31628.24718
577,SI,2016,0.839,6.2,-0.8,82.2393,2759.75,Slovenia,33936.04406
578,SI,2017,0.7816,6.2,-0.8,82.5061,2834.88,Slovenia,36507.55304
579,SI,2018,0.7658,6.2,-0.8,82.7644,2579.61,Slovenia,38961.54435
580,SI,2019,0.7367,6.2,-0.8,83.0218,2600.72,Slovenia,40670.87787
581,ES,1990,4.9147,13.6,5.3,85.2497,1797.76,Spain,13678.2757
582,ES,1991,5.098,13.6,5.3,85.6315,2103.43,Spain,14464.00245
583,ES,1992,5.2199,13.6,5.3,86.02,1977.46,Spain,14858.14505
584,ES,1993,5.4536,13.6,5.3,86.3921,2076.01,Spain,14975.57233
585,ES,1994,5.2887,13.6,5.3,86.772,1751.11,Spain,15585.50745
586,ES,1995,5.1642,13.6,5.3,87.151,1552.85,Spain,16279.09657
587,ES,1996,5.1889,13.6,5.3,87.5266,1833.66,Spain,16975.12105
588,ES,1997,5.6785,13.6,5.3,87.9025,1511.54,Spain,17912.75358
589,ES,1998,5.5895,13.6,5.3,88.2847,1777.5,Spain,19096.61489
590,ES,1999,6.0259,13.6,5.3,88.6732,1858.04,Spain,19954.29022
591,ES,2000,6.3493,13.6,5.3,89.044,1814.6,Spain,21584.2512
592,ES,2001,6.3761,13.6,5.3,89.4349,1787.38,Spain,22949.18185
593,ES,2002,6.2819,13.6,5.3,89.6007,1680.7,Spain,24371.59885
594,ES,2003,6.3183,13.6,5.3,89.764,1776.37,Spain,25046.1107
595,ES,2004,6.7983,13.6,5.3,89.9328,1935.16,Spain,26143.63217
596,ES,2005,7.5348,13.6,5.3,90.0956,1962.13,Spain,27606.93405
597,ES,2006,8.3131,13.6,5.3,90.2568,1684.49,Spain,30720.22221
598,ES,2007,7.9608,13.6,5.3,90.418,1829.89,Spain,32469.53045
599,ES,2008,7.7033,13.6,5.3,90.5884,1864.97,Spain,33263.2724
600,ES,2009,8.3514,13.6,5.3,90.7657,1720.56,Spain,32092.36482
601,ES,2010,7.0765,13.6,5.3,90.9372,1953.46,Spain,31682.7131
602,ES,2011,7.6073,13.6,5.3,91.0941,1572.46,Spain,31867.97324
603,ES,2012,6.4132,13.6,5.3,91.2751,1873.15,Spain,31720.12
604,ES,2013,6.1994,13.6,5.3,91.4407,1921.25,Spain,32434.0032
605,ES,2014,7.369,13.6,5.3,91.6118,1554.36,Spain,33525.74063
606,ES,2015,7.4698,13.6,5.3,91.776,1610.6,Spain,34903.12748
607,ES,2016,6.9817,13.6,5.3,91.941,1724.77,Spain,37286.21343
608,ES,2017,7.0863,13.6,5.3,92.1059,1606.48,Spain,39528.92539
609,ES,2018,6.4873,13.6,5.3,92.2679,1796.63,Spain,40696.38768
610,ES,2019,6.7496,13.6,5.3,92.4282,1670.72,Spain,41695.14695
611,SE,1990,5.6026,1.4,-3.0,114.3357,4893.23,Sweden,20414.11667
612,SE,1991,5.3435,1.4,-3.0,115.6072,5276.25,Sweden,20720.8957
613,SE,1992,5.3347,1.4,-3.0,117.577,5136.6,Sweden,20825.06038
614,SE,1993,5.2802,1.4,-3.0,115.3307,5452.62,Sweden,20757.40546
615,SE,1994,5.251,1.4,-3.0,112.3313,5495.59,Sweden,21877.8025
616,SE,1995,5.1072,1.4,-3.0,111.8631,5464.56,Sweden,23094.05196
617,SE,1996,5.0788,1.4,-3.0,110.0824,5699.17,Sweden,23927.51439
618,SE,1997,5.1176,1.4,-3.0,107.7507,5213.06,Sweden,24805.82457
619,SE,1998,5.2385,1.4,-3.0,107.0909,5493.29,Sweden,25887.83818
620,SE,1999,5.2935,1.4,-3.0,106.4635,5262.84,Sweden,27471.55827
621,SE,2000,6.1275,1.4,-3.0,107.0321,4925.62,Sweden,29618.27926
622,SE,2001,5.3402,1.4,-3.0,105.3571,5422.89,Sweden,29927.59927
623,SE,2002,5.4143,1.4,-3.0,108.7376,5210.9,Sweden,30926.5056
624,SE,2003,5.1886,1.4,-3.0,107.6024,5224.63,Sweden,31814.86351
625,SE,2004,5.1972,1.4,-3.0,102.4186,5281.26,Sweden,33858.61143
626,SE,2005,4.983,1.4,-3.0,99.7589,5085.06,Sweden,34244.46502
627,SE,2006,4.8739,1.4,-3.0,99.4246,4985.68,Sweden,37730.16375
628,SE,2007,4.6595,1.4,-3.0,100.0722,5069.6,Sweden,40905.14587
629,SE,2008,4.8039,1.4,-3.0,102.4643,5074.88,Sweden,42158.2957
630,SE,2009,4.6484,1.4,-3.0,102.9168,5294.04,Sweden,40279.4616
631,SE,2010,4.1875,1.4,-3.0,102.1509,5986.18,Sweden,42223.91967
632,SE,2011,4.7277,1.4,-3.0,104.1,4895.71,Sweden,44608.58026
633,SE,2012,4.4165,1.4,-3.0,105.8382,5471.41,Sweden,45432.43197
634,SE,2013,4.466,1.4,-3.0,105.4071,5155.24,Sweden,46312.39238
635,SE,2014,5.0233,1.4,-3.0,106.1028,4850.03,Sweden,47184.66913
636,SE,2015,4.533,1.4,-3.0,106.0913,4875.48,Sweden,49103.13343
637,SE,2016,4.4485,1.4,-3.0,106.8211,5092.48,Sweden,50430.25282
638,SE,2017,4.4816,1.4,-3.0,106.658,5181.13,Sweden,51947.95425
639,SE,2018,4.3839,1.4,-3.0,106.9316,5122.22,Sweden,53521.63064
640,SE,2019,4.4039,1.4,-3.0,106.5807,5119.61,Sweden,54598.78035
641,GB,2002,31.512,8.08,2.4,87.2817,2908.0,United Kingdom,29062.12387
642,GB,2003,30.997,8.08,2.4,87.8158,2912.55,United Kingdom,30355.28338
643,GB,2004,32.091,8.08,2.4,88.1186,2930.92,United Kingdom,32058.41549
644,GB,2005,30.228,8.08,2.4,88.521,2912.87,United Kingdom,32747.35401
645,GB,2006,29.047,8.08,2.4,90.6196,2842.0,United Kingdom,34845.59177
646,GB,2007,28.372,8.08,2.4,90.6196,2848.79,United Kingdom,35695.29849
647,GB,2008,28.84,8.08,2.4,91.2465,3068.64,United Kingdom,36863.58476
648,GB,2009,27.323,8.08,2.4,91.084,3020.03,United Kingdom,35212.42048
649,GB,2010,28.744,8.08,2.4,91.6444,3452.49,United Kingdom,36576.58654
650,GB,2011,25.434,8.08,2.4,91.2178,2836.31,United Kingdom,37379.29097
651,GB,2012,25.95,8.08,2.4,92.316,3181.23,United Kingdom,38514.02617
652,GB,2013,25.024,8.08,2.4,95.2874,3179.12,United Kingdom,40218.74726
653,GB,2014,23.997,8.08,2.4,93.8073,2739.93,United Kingdom,41580.60249
654,GB,2015,24.295,8.08,2.4,94.4804,3014.61,United Kingdom,42912.87509
655,GB,2016,24.586,8.08,2.4,94.8,2976.36,United Kingdom,44635.29956
656,GB,2017,24.911,8.08,2.4,94.0033,2864.79,United Kingdom,46372.3866
657,GB,2018,25.201,8.08,2.4,94.2451,2936.31,United Kingdom,47573.48802
