,Lifter,Date,variable,value
1790,Jose Gonzalez,06/08/2022,bodyweight_kg,81.3
1791,Michael Chalupny,10/16/2022,bodyweight_kg,73.0
1792,Matthew Garcia,10/15/2022,bodyweight_kg,96.0
1793,Alexander Parsons,09/17/2022,bodyweight_kg,73.6
1794,Justin Bailey,03/19/2022,bodyweight_kg,117.2
1795,Jacob Park,03/23/2022,bodyweight_kg,73.0
1796,Chris Appiah,03/20/2022,bodyweight_kg,138.2
1797,Andrew Keller,10/01/2022,bodyweight_kg,89.3
1798,Gerald Green Jr.,08/06/2022,bodyweight_kg,74.3
1799,Matthew Gray,02/19/2022,bodyweight_kg,114.8
1800,Ethan Yodanza,01/16/2022,bodyweight_kg,89.3
1801,Albert Carter,05/07/2022,bodyweight_kg,81.6
1802,José Lagunas,09/10/2022,bodyweight_kg,73.8
1803,Faolan Gordon,06/25/2022,bodyweight_kg,78.6
1804,Donald Stample,05/07/2022,bodyweight_kg,107.6
1805,Evan Poust,07/08/2022,bodyweight_kg,81.7
1806,Bernabe Piedra,04/09/2022,bodyweight_kg,97.2
1807,Oonagh Aatnite,10/08/2022,bodyweight_kg,88.9
1808,Ethan Maynord,08/27/2022,bodyweight_kg,76.9
1809,Alvin Vo,03/26/2022,bodyweight_kg,74.0
1810,Ollie George,06/18/2022,bodyweight_kg,96.6
1811,Bryce Braun,03/12/2022,bodyweight_kg,107.1
1812,Nathan Beeler,03/22/2022,bodyweight_kg,74.0
1813,Joseph Koenecke,03/26/2022,bodyweight_kg,98.8
1814,Michael Hafenbrack,06/08/2022,bodyweight_kg,69.8
1815,Jason Jackson,06/08/2022,bodyweight_kg,72.3
1816,Kevin Serrano,08/06/2022,bodyweight_kg,66.2
1817,Tomohiro Sasaki,03/26/2022,bodyweight_kg,74.7
1818,Ernesto limon,04/09/2022,bodyweight_kg,101.9
1819,Dennis Bitetti,04/03/2022,bodyweight_kg,98.2
1820,Nathan Zephir,08/13/2022,bodyweight_kg,107.3
1821,Matt Baller,02/19/2022,bodyweight_kg,122.6
1822,Michael Kuhns,03/05/2022,bodyweight_kg,59.4
1823,Kyle Britt,01/29/2022,bodyweight_kg,108.2
1824,Jason Garcia,07/08/2022,bodyweight_kg,73.6
1825,Keagan Parker,08/27/2022,bodyweight_kg,89.2
1826,Mars Watkins,01/29/2022,bodyweight_kg,96.2
1827,Christopher Aceves,04/09/2022,bodyweight_kg,74.2
1828,Devin Clark,03/05/2022,bodyweight_kg,97.6
1829,Sam Limbardo,07/08/2022,bodyweight_kg,96.9
1830,Paul Boss,04/02/2022,bodyweight_kg,86.0
1831,Sebastian Padilla,08/13/2022,bodyweight_kg,99.1
1832,Jonathan Braat,06/18/2022,bodyweight_kg,73.7
1833,Moises Amaro,03/26/2022,bodyweight_kg,71.8
1834,Dante Searcy,09/11/2022,bodyweight_kg,74.3
1835,Michael Sysavan,07/23/2022,bodyweight_kg,74.9
1836,Danh Tran,04/30/2022,bodyweight_kg,109.2
1837,Alexander Mazzella,02/12/2022,bodyweight_kg,79.1
1838,Chase Chapa,03/26/2022,bodyweight_kg,58.6
1839,Ramsey Rohner,01/16/2022,bodyweight_kg,92.1
1840,Aaron Javier,09/10/2022,bodyweight_kg,98.5
1841,Alexander Ono,02/26/2022,bodyweight_kg,73.2
1842,James Ramadhan,09/10/2022,bodyweight_kg,73.8
1843,Nick Culbertson,04/30/2022,bodyweight_kg,82.3
1844,Michael Reed,05/01/2022,bodyweight_kg,92.2
1845,Bob Eucker,01/15/2022,bodyweight_kg,106.3
1846,Seth Despres,06/18/2022,bodyweight_kg,97.2
1847,Sergio Coronado,04/30/2022,bodyweight_kg,88.2
1848,Tucker Richey,06/08/2022,bodyweight_kg,141.2
1849,Ryan Hargett,08/27/2022,bodyweight_kg,79.9
1850,Huy Hathuc,03/26/2022,bodyweight_kg,64.9
1851,Jonathan Ocana,10/15/2022,bodyweight_kg,97.3
1852,Evan Van Bree,03/23/2022,bodyweight_kg,95.8
1853,Gavin Louviere,03/26/2022,bodyweight_kg,67.1
1854,Juan Sanchez,04/02/2022,bodyweight_kg,82.4
1855,Ryan Hanley,04/30/2022,bodyweight_kg,108.7
1856,Zakk Weichbrodt,05/28/2022,bodyweight_kg,98.0
1857,Brody Littrell,06/25/2022,bodyweight_kg,80.6
1858,Bryce Grisez,03/26/2022,bodyweight_kg,73.9
1859,Aiden Gates,09/17/2022,bodyweight_kg,81.9
1860,Raymond Gonzales,05/29/2022,bodyweight_kg,120.7
1861,Carter Trowbridge,03/26/2022,bodyweight_kg,101.0
1862,Caden Frisby,04/16/2022,bodyweight_kg,82.5
1863,Matthew Hood,09/04/2022,bodyweight_kg,112.1
1864,Ben Silverstein,01/22/2022,bodyweight_kg,72.9
1865,Dennis Nguyen,03/26/2022,bodyweight_kg,74.6
1866,Nathan Kim,01/29/2022,bodyweight_kg,81.3
1867,Alex Cano,03/26/2022,bodyweight_kg,74.6
1868,Jonathan Graf,03/26/2022,bodyweight_kg,73.5
1869,Nicholas Soto,05/29/2022,bodyweight_kg,105.0
1870,Dallin Robertson,07/16/2022,bodyweight_kg,89.8
1871,Jalen Nix,03/19/2022,bodyweight_kg,75.9
1872,Robert Witzlib,04/23/2022,bodyweight_kg,98.3
1873,David ledezma,02/26/2022,bodyweight_kg,59.9
1874,Hilario Alfaro,02/26/2022,bodyweight_kg,85.9
1875,Seth Botelho,06/04/2022,bodyweight_kg,88.6
1876,Abner Nazario,05/29/2022,bodyweight_kg,81.5
1877,Jovan Baez,06/18/2022,bodyweight_kg,80.9
1878,Andres Bayuelo,08/13/2022,bodyweight_kg,80.3
1879,Alex Smith,01/15/2022,bodyweight_kg,81.8
1880,Dalvin Chevalier,06/25/2022,bodyweight_kg,88.7
1881,Cody Morris,02/19/2022,bodyweight_kg,81.0
1882,Sam Pence,03/26/2022,bodyweight_kg,108.5
1883,Anthony Hill,08/13/2022,bodyweight_kg,97.8
1884,Esau Rivas,02/19/2022,bodyweight_kg,74.9
1885,Jackson Thomas,07/09/2022,bodyweight_kg,96.4
1886,James Grunert,01/22/2022,bodyweight_kg,84.2
1887,Cristian Benitez,09/10/2022,bodyweight_kg,88.8
1888,Peter Nguyen,07/23/2022,bodyweight_kg,82.3
1889,Phat Diep,08/13/2022,bodyweight_kg,89.5
1890,Nathaniel Johnson,07/02/2022,bodyweight_kg,124.3
1891,Daniel Villa,01/22/2022,bodyweight_kg,88.2
1892,Jared Trantina,03/26/2022,bodyweight_kg,88.9
1893,Miguel Alejandre,04/02/2022,bodyweight_kg,98.8
1894,Vitaliy Matev,09/25/2022,bodyweight_kg,125.4
1895,Vitaly Sender,03/05/2022,bodyweight_kg,82.4
1896,Brandon McDowell,03/05/2022,bodyweight_kg,122.6
1897,David Gulyan,04/30/2022,bodyweight_kg,96.6
1898,Manny Batinga Jr,01/29/2022,bodyweight_kg,72.2
1899,Jackson Berndt,06/18/2022,bodyweight_kg,73.4
1900,Christopher Godlewski,09/10/2022,bodyweight_kg,89.8
1901,Derek Canterbury,03/19/2022,bodyweight_kg,136.6
1902,Haidyn Dejean,01/22/2022,bodyweight_kg,82.0
1903,Michael Beaupre,07/30/2022,bodyweight_kg,66.1
1904,Carter Wheat,06/08/2022,bodyweight_kg,171.3
1905,Sean Kishel,05/21/2022,bodyweight_kg,109.9
1906,David Goldstein,03/05/2022,bodyweight_kg,82.0
1907,John Wallace,03/26/2022,bodyweight_kg,115.0
1908,Eddy Loeza,08/13/2022,bodyweight_kg,74.1
1909,Cordarius Harris,03/26/2022,bodyweight_kg,58.4
1910,Trent Hurtado,03/26/2022,bodyweight_kg,81.4
1911,William Reisinger,03/26/2022,bodyweight_kg,88.6
1912,Luke Iannucci,07/30/2022,bodyweight_kg,79.0
1913,Garrett Parkhill,03/26/2022,bodyweight_kg,99.6
1914,David Nguyen,04/09/2022,bodyweight_kg,74.8
1915,Gabriel Penzo,07/02/2022,bodyweight_kg,79.0
1916,Taylor Lipton,08/06/2022,bodyweight_kg,97.8
1917,Dominique Munroe,02/19/2022,bodyweight_kg,128.0
1918,Cardavius Davis,07/30/2022,bodyweight_kg,88.7
1919,Kurt Villa,09/17/2022,bodyweight_kg,99.3
1920,Alexander Frawley,07/30/2022,bodyweight_kg,96.4
1921,Sean Varela,04/23/2022,bodyweight_kg,89.5
1922,Charles Le,07/30/2022,bodyweight_kg,97.9
1923,Logan Herrington,05/07/2022,bodyweight_kg,106.3
1924,Rodney Acevedo,03/26/2022,bodyweight_kg,89.5
1925,Alexander Perez,08/06/2022,bodyweight_kg,81.0
1926,Brad Jennings,03/26/2022,bodyweight_kg,105.5
1927,Enoc Amador,06/25/2022,bodyweight_kg,87.5
1928,Jeremy Kane,07/30/2022,bodyweight_kg,87.5
1929,Jerrold Beach,01/29/2022,bodyweight_kg,106.4
1930,Juyoung Lee,03/26/2022,bodyweight_kg,74.4
1931,Cameron Brown,10/09/2022,bodyweight_kg,94.5
1932,Nathaniel Neill,09/11/2022,bodyweight_kg,73.8
1933,Weston Wilborn,07/23/2022,bodyweight_kg,87.0
1934,Luke Miles,03/23/2022,bodyweight_kg,110.8
1935,Abdulrahmane Abdul-Aziz,07/09/2022,bodyweight_kg,80.0
1936,Connor Loskie,06/08/2022,bodyweight_kg,77.8
1937,Kyle Davidson,04/23/2022,bodyweight_kg,89.2
1938,Phil Diamond,03/04/2022,bodyweight_kg,138.0
1939,Mike Tedesco,07/08/2022,bodyweight_kg,106.9
1940,Brennon Naquin,08/06/2022,bodyweight_kg,81.4
1941,Eric Cutherell,03/26/2022,bodyweight_kg,89.3
1942,Mikel Bozarth,06/25/2022,bodyweight_kg,88.0
1943,Raphael Olfato,01/22/2022,bodyweight_kg,88.0
1944,Dylan Price,05/21/2022,bodyweight_kg,72.4
1945,Minki Hong,02/26/2022,bodyweight_kg,74.7
1946,Charles Williams,01/16/2022,bodyweight_kg,79.6
1947,Jose Mendoza,04/02/2022,bodyweight_kg,119.8
1948,Kevin Cherry,10/08/2022,bodyweight_kg,88.7
1949,Grant Higa,03/04/2022,bodyweight_kg,139.4
1950,Ed Minelli,01/22/2022,bodyweight_kg,124.4
1951,Caleb England,06/08/2022,bodyweight_kg,163.6
1952,Joshua Franks,03/26/2022,bodyweight_kg,81.5
1953,Ryan Walsh,03/12/2022,bodyweight_kg,97.9
1954,Tyler Shook,08/13/2022,bodyweight_kg,82.2
1955,William Valle,07/23/2022,bodyweight_kg,108.8
1956,Hayden Martin,10/15/2022,bodyweight_kg,88.1
1957,Connor Moore,07/16/2022,bodyweight_kg,84.8
1958,Bryan Peralta,04/30/2022,bodyweight_kg,81.6
1959,Eugene Carl Malvar,06/08/2022,bodyweight_kg,67.4
1960,Nathan Gottesman,10/15/2022,bodyweight_kg,93.7
1961,Lorenzo Barnes,06/08/2022,bodyweight_kg,173.8
1962,Jakob Koleszar,05/01/2022,bodyweight_kg,81.7
1963,Joshua Hemenway,01/22/2022,bodyweight_kg,82.4
1964,Obadiah Thompson,04/16/2022,bodyweight_kg,98.9
1965,Lance Maulsby,03/26/2022,bodyweight_kg,66.9
1966,Michael Koenig,07/30/2022,bodyweight_kg,87.6
1967,Justin Blechinger,03/05/2022,bodyweight_kg,85.6
1968,Juan Daniel Sobrepena,01/15/2022,bodyweight_kg,81.7
1969,Raymond Chow,01/15/2022,bodyweight_kg,74.4
1970,Jonathan Fisher,05/29/2022,bodyweight_kg,88.3
1971,Nick Hammer,10/08/2022,bodyweight_kg,106.7
1972,Kaden Gammelgaard,04/02/2022,bodyweight_kg,97.5
1973,Mark Bogle,04/09/2022,bodyweight_kg,66.5
1974,Caleb Slaughter,03/26/2022,bodyweight_kg,110.0
1975,Ayush Gupta,05/21/2022,bodyweight_kg,67.0
1976,Ryan Hollis,09/10/2022,bodyweight_kg,79.3
1977,Alfred Lopez,09/10/2022,bodyweight_kg,82.5
1978,Jared Arkfeld,07/09/2022,bodyweight_kg,81.3
1979,Jackson Burch,09/24/2022,bodyweight_kg,119.6
1980,Elijah Dertz,03/26/2022,bodyweight_kg,122.3
1981,Logan Bjurstrom,07/09/2022,bodyweight_kg,80.7
1982,Josh Foote,03/23/2022,bodyweight_kg,96.2
1983,Patrick Jin,03/20/2022,bodyweight_kg,97.7
1984,Jeffrey Wong,04/30/2022,bodyweight_kg,67.2
1985,Khalil Murphy,01/15/2022,bodyweight_kg,95.6
1986,James Brockmeyer,08/13/2022,bodyweight_kg,90.0
1987,Brendan Papin,02/12/2022,bodyweight_kg,97.1
1988,Dennis Forrest,02/20/2022,bodyweight_kg,103.9
1989,Gio Guerrero,09/24/2022,bodyweight_kg,74.1
1990,Rob Ward,03/04/2022,bodyweight_kg,139.7
1991,Michael McBroom,03/26/2022,bodyweight_kg,82.1
1992,Kenneth Brashears,03/05/2022,bodyweight_kg,141.6
1993,Ivan Martinovic,09/25/2022,bodyweight_kg,88.1
1994,Roman Ornelaz,09/10/2022,bodyweight_kg,80.9
1995,Max Bergman,03/22/2022,bodyweight_kg,77.2
1996,Seth Burman,03/05/2022,bodyweight_kg,97.3
1997,Evan Talnose,03/23/2022,bodyweight_kg,80.3
1998,Jordan Roman,01/22/2022,bodyweight_kg,80.3
1999,Alex Maksym,09/11/2022,bodyweight_kg,98.0
