,date,search_term,interest
838,2019-10-27,triple glazing,44
839,2019-11-03,triple glazing,24
840,2019-11-10,triple glazing,45
841,2019-11-17,triple glazing,14
842,2019-11-24,triple glazing,65
843,2019-12-01,triple glazing,16
844,2019-12-08,triple glazing,17
845,2019-12-15,triple glazing,39
846,2019-12-22,triple glazing,35
847,2019-12-29,triple glazing,51
848,2020-01-05,triple glazing,35
849,2020-01-12,triple glazing,46
850,2020-01-19,triple glazing,64
851,2020-01-26,triple glazing,30
852,2020-02-02,triple glazing,28
853,2020-02-09,triple glazing,27
854,2020-02-16,triple glazing,29
855,2020-02-23,triple glazing,37
856,2020-03-01,triple glazing,46
857,2020-03-08,triple glazing,41
858,2020-03-15,triple glazing,14
859,2020-03-22,triple glazing,14
860,2020-03-29,triple glazing,26
861,2020-04-05,triple glazing,19
862,2020-04-12,triple glazing,13
863,2020-04-19,triple glazing,23
864,2020-04-26,triple glazing,30
865,2020-05-03,triple glazing,28
866,2020-05-10,triple glazing,34
867,2020-05-17,triple glazing,18
868,2020-05-24,triple glazing,35
869,2020-05-31,triple glazing,31
870,2020-06-07,triple glazing,35
871,2020-06-14,triple glazing,39
872,2020-06-21,triple glazing,37
873,2020-06-28,triple glazing,20
874,2020-07-05,triple glazing,88
875,2020-07-12,triple glazing,15
876,2020-07-19,triple glazing,23
877,2020-07-26,triple glazing,39
878,2020-08-02,triple glazing,47
879,2020-08-09,triple glazing,31
880,2020-08-16,triple glazing,38
881,2020-08-23,triple glazing,48
882,2020-08-30,triple glazing,40
883,2020-09-06,triple glazing,61
884,2020-09-13,triple glazing,39
885,2020-09-20,triple glazing,17
886,2020-09-27,triple glazing,51
887,2020-10-04,triple glazing,55
888,2020-10-11,triple glazing,34
889,2020-10-18,triple glazing,36
890,2020-10-25,triple glazing,34
891,2020-11-01,triple glazing,12
892,2020-11-08,triple glazing,15
893,2020-11-15,triple glazing,54
894,2020-11-22,triple glazing,32
895,2020-11-29,triple glazing,33
896,2020-12-06,triple glazing,25
897,2020-12-13,triple glazing,24
898,2020-12-20,triple glazing,19
899,2020-12-27,triple glazing,42
900,2021-01-03,triple glazing,49
901,2021-01-10,triple glazing,33
902,2021-01-17,triple glazing,45
903,2021-01-24,triple glazing,34
904,2021-01-31,triple glazing,46
905,2021-02-07,triple glazing,41
906,2021-02-14,triple glazing,33
907,2021-02-21,triple glazing,44
908,2021-02-28,triple glazing,28
909,2021-03-07,triple glazing,47
910,2021-03-14,triple glazing,43
911,2021-03-21,triple glazing,46
912,2021-03-28,triple glazing,47
913,2021-04-04,triple glazing,31
914,2021-04-11,triple glazing,51
915,2021-04-18,triple glazing,49
916,2021-04-25,triple glazing,24
917,2021-05-02,triple glazing,28
918,2021-05-09,triple glazing,24
919,2021-05-16,triple glazing,31
920,2021-05-23,triple glazing,18
921,2021-05-30,triple glazing,30
922,2021-06-06,triple glazing,31
923,2021-06-13,triple glazing,30
924,2021-06-20,triple glazing,19
925,2021-06-27,triple glazing,38
926,2021-07-04,triple glazing,0
927,2021-07-11,triple glazing,14
928,2021-07-18,triple glazing,14
929,2021-07-25,triple glazing,33
930,2021-08-01,triple glazing,28
931,2021-08-08,triple glazing,15
932,2021-08-15,triple glazing,26
933,2021-08-22,triple glazing,12
934,2021-08-29,triple glazing,19
935,2021-09-05,triple glazing,24
936,2021-09-12,triple glazing,40
937,2021-09-19,triple glazing,49
938,2021-09-26,triple glazing,14
939,2021-10-03,triple glazing,23
940,2021-10-10,triple glazing,54
941,2021-10-17,triple glazing,58
942,2021-10-24,triple glazing,18
943,2021-10-31,triple glazing,57
944,2021-11-07,triple glazing,54
945,2021-11-14,triple glazing,37
946,2021-11-21,triple glazing,47
947,2021-11-28,triple glazing,58
948,2021-12-05,triple glazing,28
949,2021-12-12,triple glazing,12
950,2021-12-19,triple glazing,54
951,2021-12-26,triple glazing,38
952,2022-01-02,triple glazing,54
953,2022-01-09,triple glazing,100
954,2022-01-16,triple glazing,54
955,2022-01-23,triple glazing,66
956,2022-01-30,triple glazing,77
957,2022-02-06,triple glazing,52
958,2022-02-13,triple glazing,61
959,2022-02-20,triple glazing,33
960,2022-02-27,triple glazing,54
961,2022-03-06,triple glazing,58
962,2022-03-13,triple glazing,23
963,2022-03-20,triple glazing,58
964,2022-03-27,triple glazing,56
965,2022-04-03,triple glazing,50
966,2022-04-10,triple glazing,43
967,2022-04-17,triple glazing,24
968,2022-04-24,triple glazing,39
969,2022-05-01,triple glazing,48
970,2022-05-08,triple glazing,47
971,2022-05-15,triple glazing,30
972,2022-05-22,triple glazing,33
973,2022-05-29,triple glazing,12
974,2022-06-05,triple glazing,34
975,2022-06-12,triple glazing,0
976,2022-06-19,triple glazing,41
977,2022-06-26,triple glazing,29
978,2022-07-03,triple glazing,47
979,2022-07-10,triple glazing,44
980,2022-07-17,triple glazing,45
981,2022-07-24,triple glazing,27
982,2022-07-31,triple glazing,23
983,2022-08-07,triple glazing,21
984,2022-08-14,triple glazing,29
985,2022-08-21,triple glazing,44
986,2022-08-28,triple glazing,52
987,2022-09-04,triple glazing,30
988,2022-09-11,triple glazing,38
989,2022-09-18,triple glazing,69
990,2022-09-25,triple glazing,85
991,2022-10-02,triple glazing,49
992,2022-10-09,triple glazing,32
993,2022-10-16,triple glazing,55
994,2022-10-23,triple glazing,49
995,2022-10-30,triple glazing,56
996,2019-09-01,secondary glazing,32
997,2019-09-08,secondary glazing,41
998,2019-09-15,secondary glazing,46
999,2019-09-22,secondary glazing,49
1000,2019-09-29,secondary glazing,29
1001,2019-10-06,secondary glazing,45
1002,2019-10-13,secondary glazing,43
1003,2019-10-20,secondary glazing,50
1004,2019-10-27,secondary glazing,45
1005,2019-11-03,secondary glazing,47
1006,2019-11-10,secondary glazing,55
1007,2019-11-17,secondary glazing,48
1008,2019-11-24,secondary glazing,31
1009,2019-12-01,secondary glazing,32
1010,2019-12-08,secondary glazing,29
1011,2019-12-15,secondary glazing,25
1012,2019-12-22,secondary glazing,16
1013,2019-12-29,secondary glazing,37
1014,2020-01-05,secondary glazing,37
1015,2020-01-12,secondary glazing,22
1016,2020-01-19,secondary glazing,30
1017,2020-01-26,secondary glazing,26
1018,2020-02-02,secondary glazing,29
1019,2020-02-09,secondary glazing,36
1020,2020-02-16,secondary glazing,40
1021,2020-02-23,secondary glazing,27
1022,2020-03-01,secondary glazing,38
1023,2020-03-08,secondary glazing,23
1024,2020-03-15,secondary glazing,21
1025,2020-03-22,secondary glazing,8
1026,2020-03-29,secondary glazing,15
1027,2020-04-05,secondary glazing,4
1028,2020-04-12,secondary glazing,12
1029,2020-04-19,secondary glazing,13
1030,2020-04-26,secondary glazing,19
1031,2020-05-03,secondary glazing,15
1032,2020-05-10,secondary glazing,0
1033,2020-05-17,secondary glazing,24
1034,2020-05-24,secondary glazing,19
1035,2020-05-31,secondary glazing,16
1036,2020-06-07,secondary glazing,18
1037,2020-06-14,secondary glazing,20
1038,2020-06-21,secondary glazing,16
1039,2020-06-28,secondary glazing,19
1040,2020-07-05,secondary glazing,27
1041,2020-07-12,secondary glazing,22
1042,2020-07-19,secondary glazing,32
1043,2020-07-26,secondary glazing,18
1044,2020-08-02,secondary glazing,23
1045,2020-08-09,secondary glazing,11
1046,2020-08-16,secondary glazing,24
1047,2020-08-23,secondary glazing,31
1048,2020-08-30,secondary glazing,43
1049,2020-09-06,secondary glazing,19
1050,2020-09-13,secondary glazing,14
1051,2020-09-20,secondary glazing,40
1052,2020-09-27,secondary glazing,24
1053,2020-10-04,secondary glazing,43
1054,2020-10-11,secondary glazing,52
1055,2020-10-18,secondary glazing,37
1056,2020-10-25,secondary glazing,39
1057,2020-11-01,secondary glazing,30
1058,2020-11-08,secondary glazing,29
1059,2020-11-15,secondary glazing,31
1060,2020-11-22,secondary glazing,35
1061,2020-11-29,secondary glazing,35
1062,2020-12-06,secondary glazing,33
1063,2020-12-13,secondary glazing,15
1064,2020-12-20,secondary glazing,24
1065,2020-12-27,secondary glazing,36
1066,2021-01-03,secondary glazing,58
1067,2021-01-10,secondary glazing,36
1068,2021-01-17,secondary glazing,45
1069,2021-01-24,secondary glazing,30
1070,2021-01-31,secondary glazing,31
1071,2021-02-07,secondary glazing,44
1072,2021-02-14,secondary glazing,40
1073,2021-02-21,secondary glazing,24
1074,2021-02-28,secondary glazing,42
1075,2021-03-07,secondary glazing,28
1076,2021-03-14,secondary glazing,38
1077,2021-03-21,secondary glazing,35
1078,2021-03-28,secondary glazing,21
1079,2021-04-04,secondary glazing,34
1080,2021-04-11,secondary glazing,32
1081,2021-04-18,secondary glazing,19
1082,2021-04-25,secondary glazing,25
1083,2021-05-02,secondary glazing,18
1084,2021-05-09,secondary glazing,23
1085,2021-05-16,secondary glazing,8
1086,2021-05-23,secondary glazing,31
1087,2021-05-30,secondary glazing,16
1088,2021-06-06,secondary glazing,20
1089,2021-06-13,secondary glazing,7
1090,2021-06-20,secondary glazing,13
1091,2021-06-27,secondary glazing,20
1092,2021-07-04,secondary glazing,13
1093,2021-07-11,secondary glazing,13
1094,2021-07-18,secondary glazing,16
1095,2021-07-25,secondary glazing,10
1096,2021-08-01,secondary glazing,17
1097,2021-08-08,secondary glazing,28
1098,2021-08-15,secondary glazing,25
1099,2021-08-22,secondary glazing,24
1100,2021-08-29,secondary glazing,12
1101,2021-09-05,secondary glazing,19
1102,2021-09-12,secondary glazing,21
1103,2021-09-19,secondary glazing,39
1104,2021-09-26,secondary glazing,38
1105,2021-10-03,secondary glazing,60
1106,2021-10-10,secondary glazing,46
1107,2021-10-17,secondary glazing,66
1108,2021-10-24,secondary glazing,15
1109,2021-10-31,secondary glazing,58
1110,2021-11-07,secondary glazing,51
1111,2021-11-14,secondary glazing,20
1112,2021-11-21,secondary glazing,55
1113,2021-11-28,secondary glazing,53
1114,2021-12-05,secondary glazing,38
1115,2021-12-12,secondary glazing,25
1116,2021-12-19,secondary glazing,19
1117,2021-12-26,secondary glazing,17
1118,2022-01-02,secondary glazing,43
1119,2022-01-09,secondary glazing,49
1120,2022-01-16,secondary glazing,40
1121,2022-01-23,secondary glazing,45
1122,2022-01-30,secondary glazing,37
1123,2022-02-06,secondary glazing,57
1124,2022-02-13,secondary glazing,42
1125,2022-02-20,secondary glazing,25
1126,2022-02-27,secondary glazing,29
1127,2022-03-06,secondary glazing,44
1128,2022-03-13,secondary glazing,29
1129,2022-03-20,secondary glazing,30
1130,2022-03-27,secondary glazing,37
1131,2022-04-03,secondary glazing,22
1132,2022-04-10,secondary glazing,27
1133,2022-04-17,secondary glazing,23
1134,2022-04-24,secondary glazing,24
1135,2022-05-01,secondary glazing,37
1136,2022-05-08,secondary glazing,26
1137,2022-05-15,secondary glazing,30
1138,2022-05-22,secondary glazing,19
1139,2022-05-29,secondary glazing,14
1140,2022-06-05,secondary glazing,31
1141,2022-06-12,secondary glazing,28
1142,2022-06-19,secondary glazing,14
1143,2022-06-26,secondary glazing,31
1144,2022-07-03,secondary glazing,27
1145,2022-07-10,secondary glazing,15
1146,2022-07-17,secondary glazing,29
1147,2022-07-24,secondary glazing,24
1148,2022-07-31,secondary glazing,26
1149,2022-08-07,secondary glazing,33
1150,2022-08-14,secondary glazing,44
1151,2022-08-21,secondary glazing,55
1152,2022-08-28,secondary glazing,81
1153,2022-09-04,secondary glazing,54
1154,2022-09-11,secondary glazing,100
1155,2022-09-18,secondary glazing,73
1156,2022-09-25,secondary glazing,90
1157,2022-10-02,secondary glazing,72
1158,2022-10-09,secondary glazing,53
1159,2022-10-16,secondary glazing,59
1160,2022-10-23,secondary glazing,56
1161,2022-10-30,secondary glazing,60
