,date,search_term,interest,month,year,m_1,m_10,m_11,m_12,m_2,m_3,m_4,m_5,m_6,m_7,m_8,m_9,y_2018,y_2019,y_2020,y_2021,y_2022,interest_sa
217,2019-02-03,efficient heater,13,2,2019,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,17.85130803403237
218,2019-02-10,efficient heater,6,2,2019,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,10.851308034032373
219,2019-02-17,efficient heater,4,2,2019,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,8.851308034032373
220,2019-02-24,efficient heater,6,2,2019,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,10.851308034032373
221,2019-03-03,efficient heater,3,3,2019,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,11.619282734731371
222,2019-03-10,efficient heater,6,3,2019,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,14.619282734731371
223,2019-03-17,efficient heater,0,3,2019,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,8.619282734731371
224,2019-03-24,efficient heater,5,3,2019,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,13.619282734731371
225,2019-03-31,efficient heater,5,3,2019,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,13.619282734731371
226,2019-04-07,efficient heater,0,4,2019,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,10.101308034032364
227,2019-04-14,efficient heater,2,4,2019,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,12.101308034032364
228,2019-04-21,efficient heater,0,4,2019,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,10.101308034032364
229,2019-04-28,efficient heater,0,4,2019,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,10.101308034032364
230,2019-05-05,efficient heater,4,5,2019,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,14.65875192721532
231,2019-05-12,efficient heater,0,5,2019,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,10.65875192721532
232,2019-05-19,efficient heater,5,5,2019,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,15.65875192721532
233,2019-05-26,efficient heater,3,5,2019,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,13.65875192721532
234,2019-06-02,efficient heater,4,6,2019,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,15.91945897694551
235,2019-06-09,efficient heater,5,6,2019,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,16.91945897694551
236,2019-06-16,efficient heater,0,6,2019,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,11.91945897694551
237,2019-06-23,efficient heater,4,6,2019,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,15.91945897694551
238,2019-06-30,efficient heater,4,6,2019,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,15.91945897694551
239,2019-07-07,efficient heater,8,7,2019,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,19.497579783430044
240,2019-07-14,efficient heater,0,7,2019,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,11.497579783430044
241,2019-07-21,efficient heater,2,7,2019,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,13.497579783430044
242,2019-07-28,efficient heater,5,7,2019,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,16.497579783430044
243,2019-08-04,efficient heater,0,8,2019,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,5.371019935738804
244,2019-08-11,efficient heater,4,8,2019,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,9.371019935738804
245,2019-08-18,efficient heater,4,8,2019,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,9.371019935738804
246,2019-08-25,efficient heater,3,8,2019,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,8.371019935738804
247,2019-09-01,efficient heater,9,9,2019,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,-0.13936455246625457
248,2019-09-08,efficient heater,8,9,2019,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,-1.1393645524662546
249,2019-09-15,efficient heater,15,9,2019,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,5.860635447533745
250,2019-09-22,efficient heater,5,9,2019,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,-4.139364552466255
251,2019-09-29,efficient heater,20,9,2019,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,10.860635447533745
252,2019-10-06,efficient heater,14,10,2019,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.5555555555555607
253,2019-10-13,efficient heater,12,10,2019,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.5555555555555607
254,2019-10-20,efficient heater,23,10,2019,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12.55555555555556
255,2019-10-27,efficient heater,24,10,2019,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13.55555555555556
256,2019-11-03,efficient heater,16,11,2019,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.6437054617385023
257,2019-11-10,efficient heater,30,11,2019,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,17.643705461738502
258,2019-11-17,efficient heater,26,11,2019,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13.643705461738502
259,2019-11-24,efficient heater,12,11,2019,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.3562945382614977
260,2019-12-01,efficient heater,14,12,2019,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,12.559930116377007
261,2019-12-08,efficient heater,12,12,2019,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,10.559930116377007
262,2019-12-15,efficient heater,14,12,2019,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,12.559930116377007
263,2019-12-22,efficient heater,5,12,2019,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3.559930116377008
264,2019-12-29,efficient heater,8,12,2019,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,6.559930116377008
265,2020-01-05,efficient heater,8,1,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8.0
266,2020-01-12,efficient heater,13,1,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,13.0
267,2020-01-19,efficient heater,8,1,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8.0
268,2020-01-26,efficient heater,9,1,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9.0
269,2020-02-02,efficient heater,9,2,2020,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,13.851308034032375
270,2020-02-09,efficient heater,0,2,2020,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,4.851308034032374
271,2020-02-16,efficient heater,7,2,2020,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,11.851308034032375
272,2020-02-23,efficient heater,6,2,2020,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,10.851308034032375
273,2020-03-01,efficient heater,0,3,2020,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,8.619282734731371
274,2020-03-08,efficient heater,6,3,2020,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,14.619282734731371
275,2020-03-15,efficient heater,0,3,2020,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,8.619282734731371
276,2020-03-22,efficient heater,4,3,2020,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,12.619282734731371
277,2020-03-29,efficient heater,2,3,2020,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,10.619282734731371
278,2020-04-05,efficient heater,0,4,2020,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,10.101308034032364
279,2020-04-12,efficient heater,3,4,2020,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,13.101308034032364
280,2020-04-19,efficient heater,2,4,2020,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,12.101308034032364
281,2020-04-26,efficient heater,4,4,2020,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,14.101308034032364
282,2020-05-03,efficient heater,3,5,2020,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,13.65875192721532
283,2020-05-10,efficient heater,4,5,2020,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,14.65875192721532
284,2020-05-17,efficient heater,0,5,2020,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,10.65875192721532
285,2020-05-24,efficient heater,4,5,2020,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,14.65875192721532
286,2020-05-31,efficient heater,4,5,2020,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,14.65875192721532
287,2020-06-07,efficient heater,3,6,2020,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,14.91945897694551
288,2020-06-14,efficient heater,2,6,2020,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,13.91945897694551
289,2020-06-21,efficient heater,6,6,2020,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,17.91945897694551
290,2020-06-28,efficient heater,0,6,2020,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,11.91945897694551
291,2020-07-05,efficient heater,3,7,2020,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,14.497579783430044
292,2020-07-12,efficient heater,4,7,2020,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,15.497579783430044
293,2020-07-19,efficient heater,5,7,2020,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,16.497579783430044
294,2020-07-26,efficient heater,2,7,2020,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,13.497579783430044
295,2020-08-02,efficient heater,2,8,2020,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,7.371019935738805
296,2020-08-09,efficient heater,8,8,2020,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,13.371019935738804
297,2020-08-16,efficient heater,8,8,2020,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,13.371019935738804
298,2020-08-23,efficient heater,3,8,2020,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,8.371019935738804
299,2020-08-30,efficient heater,12,8,2020,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,17.371019935738804
300,2020-09-06,efficient heater,8,9,2020,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,-1.1393645524662546
301,2020-09-13,efficient heater,0,9,2020,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,-9.139364552466255
302,2020-09-20,efficient heater,22,9,2020,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,12.860635447533745
303,2020-09-27,efficient heater,26,9,2020,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,16.860635447533745
304,2020-10-04,efficient heater,18,10,2020,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7.555555555555561
305,2020-10-11,efficient heater,29,10,2020,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,18.55555555555556
306,2020-10-18,efficient heater,12,10,2020,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.5555555555555607
307,2020-10-25,efficient heater,16,10,2020,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5.555555555555561
308,2020-11-01,efficient heater,15,11,2020,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.6437054617385023
309,2020-11-08,efficient heater,15,11,2020,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.6437054617385023
310,2020-11-15,efficient heater,13,11,2020,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.6437054617385023
311,2020-11-22,efficient heater,13,11,2020,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.6437054617385023
312,2020-11-29,efficient heater,18,11,2020,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5.643705461738502
313,2020-12-06,efficient heater,23,12,2020,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,21.55993011637701
314,2020-12-13,efficient heater,8,12,2020,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,6.55993011637701
315,2020-12-20,efficient heater,6,12,2020,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,4.55993011637701
316,2020-12-27,efficient heater,20,12,2020,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,18.55993011637701
317,2021-01-03,efficient heater,22,1,2021,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,22.0
318,2021-01-10,efficient heater,16,1,2021,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16.0
319,2021-01-17,efficient heater,13,1,2021,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13.0
320,2021-01-24,efficient heater,12,1,2021,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12.0
321,2021-01-31,efficient heater,17,1,2021,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,17.0
322,2021-02-07,efficient heater,25,2,2021,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,29.85130803403237
323,2021-02-14,efficient heater,15,2,2021,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,19.85130803403237
324,2021-02-21,efficient heater,8,2,2021,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,12.851308034032373
325,2021-02-28,efficient heater,8,2,2021,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,12.851308034032373
326,2021-03-07,efficient heater,8,3,2021,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,16.61928273473137
327,2021-03-14,efficient heater,5,3,2021,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,13.619282734731371
328,2021-03-21,efficient heater,4,3,2021,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,12.619282734731371
329,2021-03-28,efficient heater,0,3,2021,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,8.619282734731371
330,2021-04-04,efficient heater,10,4,2021,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,20.101308034032364
331,2021-04-11,efficient heater,3,4,2021,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,13.101308034032364
332,2021-04-18,efficient heater,8,4,2021,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,18.101308034032364
333,2021-04-25,efficient heater,7,4,2021,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,17.101308034032364
334,2021-05-02,efficient heater,7,5,2021,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,17.65875192721532
335,2021-05-09,efficient heater,3,5,2021,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,13.65875192721532
336,2021-05-16,efficient heater,4,5,2021,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,14.65875192721532
337,2021-05-23,efficient heater,5,5,2021,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,15.65875192721532
338,2021-05-30,efficient heater,4,5,2021,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,14.65875192721532
339,2021-06-06,efficient heater,0,6,2021,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,11.91945897694551
340,2021-06-13,efficient heater,2,6,2021,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,13.91945897694551
341,2021-06-20,efficient heater,0,6,2021,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,11.91945897694551
342,2021-06-27,efficient heater,0,6,2021,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,11.91945897694551
343,2021-07-04,efficient heater,3,7,2021,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,14.497579783430044
344,2021-07-11,efficient heater,0,7,2021,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,11.497579783430044
345,2021-07-18,efficient heater,6,7,2021,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,17.497579783430044
346,2021-07-25,efficient heater,3,7,2021,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,14.497579783430044
347,2021-08-01,efficient heater,0,8,2021,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,5.371019935738804
348,2021-08-08,efficient heater,5,8,2021,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,10.371019935738804
349,2021-08-15,efficient heater,3,8,2021,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,8.371019935738804
350,2021-08-22,efficient heater,7,8,2021,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,12.371019935738804
351,2021-08-29,efficient heater,7,8,2021,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,12.371019935738804
352,2021-09-05,efficient heater,5,9,2021,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,-4.139364552466255
353,2021-09-12,efficient heater,9,9,2021,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,-0.13936455246625457
354,2021-09-19,efficient heater,14,9,2021,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4.860635447533745
355,2021-09-26,efficient heater,17,9,2021,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,7.860635447533745
356,2021-10-03,efficient heater,24,10,2021,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13.55555555555556
357,2021-10-10,efficient heater,16,10,2021,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.555555555555561
358,2021-10-17,efficient heater,18,10,2021,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7.555555555555561
359,2021-10-24,efficient heater,15,10,2021,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.555555555555561
360,2021-10-31,efficient heater,26,10,2021,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15.55555555555556
361,2021-11-07,efficient heater,15,11,2021,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.6437054617385023
362,2021-11-14,efficient heater,6,11,2021,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-6.356294538261498
363,2021-11-21,efficient heater,37,11,2021,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24.643705461738502
364,2021-11-28,efficient heater,30,11,2021,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,17.643705461738502
365,2021-12-05,efficient heater,31,12,2021,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,29.559930116377007
366,2021-12-12,efficient heater,7,12,2021,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,5.559930116377008
367,2021-12-19,efficient heater,9,12,2021,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,7.559930116377008
368,2021-12-26,efficient heater,9,12,2021,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,7.559930116377008
369,2022-01-02,efficient heater,19,1,2022,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19.0
370,2022-01-09,efficient heater,13,1,2022,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13.0
371,2022-01-16,efficient heater,21,1,2022,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21.0
372,2022-01-23,efficient heater,18,1,2022,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18.0
373,2022-01-30,efficient heater,17,1,2022,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17.0
374,2022-02-06,efficient heater,6,2,2022,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,10.851308034032375
375,2022-02-13,efficient heater,15,2,2022,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,19.851308034032375
376,2022-02-20,efficient heater,20,2,2022,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,24.851308034032375
377,2022-02-27,efficient heater,14,2,2022,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,18.851308034032375
378,2022-03-06,efficient heater,18,3,2022,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,26.61928273473137
379,2022-03-13,efficient heater,13,3,2022,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,21.61928273473137
380,2022-03-20,efficient heater,9,3,2022,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,17.61928273473137
381,2022-03-27,efficient heater,18,3,2022,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,26.61928273473137
382,2022-04-03,efficient heater,21,4,2022,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,31.101308034032364
383,2022-04-10,efficient heater,7,4,2022,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,17.101308034032364
384,2022-04-17,efficient heater,4,4,2022,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,14.101308034032364
385,2022-04-24,efficient heater,7,4,2022,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,17.101308034032364
386,2022-05-01,efficient heater,6,5,2022,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,16.65875192721532
387,2022-05-08,efficient heater,7,5,2022,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,17.65875192721532
388,2022-05-15,efficient heater,6,5,2022,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,16.65875192721532
389,2022-05-22,efficient heater,12,5,2022,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,22.65875192721532
390,2022-05-29,efficient heater,5,5,2022,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,15.65875192721532
391,2022-06-05,efficient heater,0,6,2022,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,11.91945897694551
392,2022-06-12,efficient heater,3,6,2022,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,14.91945897694551
393,2022-06-19,efficient heater,6,6,2022,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,17.91945897694551
394,2022-06-26,efficient heater,9,6,2022,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,20.91945897694551
395,2022-07-03,efficient heater,8,7,2022,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,19.497579783430044
396,2022-07-10,efficient heater,2,7,2022,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,13.497579783430044
397,2022-07-17,efficient heater,3,7,2022,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,14.497579783430044
398,2022-07-24,efficient heater,9,7,2022,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,20.497579783430044
399,2022-07-31,efficient heater,7,7,2022,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,18.497579783430044
400,2022-08-07,efficient heater,21,8,2022,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,26.371019935738804
401,2022-08-14,efficient heater,9,8,2022,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,14.371019935738804
402,2022-08-21,efficient heater,32,8,2022,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,37.3710199357388
403,2022-08-28,efficient heater,38,8,2022,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,43.3710199357388
404,2022-09-04,efficient heater,34,9,2022,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,24.86063544753375
405,2022-09-11,efficient heater,45,9,2022,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,35.86063544753375
406,2022-09-18,efficient heater,69,9,2022,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,59.86063544753375
407,2022-09-25,efficient heater,100,9,2022,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,90.86063544753375
408,2022-10-02,efficient heater,59,10,2022,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,48.55555555555556
409,2022-10-09,efficient heater,51,10,2022,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,40.55555555555556
410,2022-10-16,efficient heater,40,10,2022,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,29.55555555555556
411,2022-10-23,efficient heater,22,10,2022,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11.55555555555556
412,2022-10-30,efficient heater,47,10,2022,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,36.55555555555556
413,2022-11-06,efficient heater,46,11,2022,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,33.643705461738506
414,2022-11-13,efficient heater,61,11,2022,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,48.643705461738506
415,2022-11-20,efficient heater,69,11,2022,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,56.643705461738506
416,2018-12-02,efficient boiler,0,12,2018,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.03336579322038702
417,2018-12-09,efficient boiler,34,12,2018,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,34.03336579322038
418,2018-12-16,efficient boiler,11,12,2018,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,11.033365793220387
419,2018-12-23,efficient boiler,0,12,2018,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.03336579322038702
420,2018-12-30,efficient boiler,41,12,2018,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,41.03336579322038
421,2019-01-06,efficient boiler,26,1,2019,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,26.0
422,2019-01-13,efficient boiler,15,1,2019,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15.000000000000002
423,2019-01-20,efficient boiler,28,1,2019,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,28.0
424,2019-01-27,efficient boiler,24,1,2019,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,24.0
425,2019-02-03,efficient boiler,38,2,2019,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,37.68379929344265
426,2019-02-10,efficient boiler,11,2,2019,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,10.683799293442648
427,2019-02-17,efficient boiler,0,2,2019,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,-0.3162007065573518
428,2019-02-24,efficient boiler,0,2,2019,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,-0.3162007065573518
429,2019-03-03,efficient boiler,0,3,2019,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,-0.5074014131147051
430,2019-03-10,efficient boiler,28,3,2019,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,27.492598586885293
431,2019-03-17,efficient boiler,65,3,2019,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,64.4925985868853
432,2019-03-24,efficient boiler,0,3,2019,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,-0.5074014131147051
433,2019-03-31,efficient boiler,0,3,2019,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,-0.5074014131147051
