,date,search_term,interest,month,year,m_1,m_10,m_11,m_12,m_2,m_3,m_4,m_5,m_6,m_7,m_8,m_9,y_2018,y_2019,y_2020,y_2021,y_2022,interest_sa
434,2019-04-07,efficient boiler,14,4,2019,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,25.808799293442636
435,2019-04-14,efficient boiler,27,4,2019,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,38.80879929344263
436,2019-04-21,efficient boiler,11,4,2019,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,22.808799293442636
437,2019-04-28,efficient boiler,0,4,2019,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,11.808799293442636
438,2019-05-05,efficient boiler,12,5,2019,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,22.890212382943965
439,2019-05-12,efficient boiler,28,5,2019,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,38.890212382943965
440,2019-05-19,efficient boiler,0,5,2019,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,10.890212382943965
441,2019-05-26,efficient boiler,11,5,2019,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,21.890212382943965
442,2019-06-02,efficient boiler,0,6,2019,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,14.467808193411724
443,2019-06-09,efficient boiler,29,6,2019,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,43.46780819341173
444,2019-06-16,efficient boiler,0,6,2019,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,14.467808193411724
445,2019-06-23,efficient boiler,0,6,2019,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,14.467808193411724
446,2019-06-30,efficient boiler,15,6,2019,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,29.467808193411724
447,2019-07-07,efficient boiler,0,7,2019,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,12.59238439347739
448,2019-07-14,efficient boiler,0,7,2019,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,12.59238439347739
449,2019-07-21,efficient boiler,0,7,2019,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,12.59238439347739
450,2019-07-28,efficient boiler,12,7,2019,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,24.59238439347739
451,2019-08-04,efficient boiler,0,8,2019,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3.2102382934389926
452,2019-08-11,efficient boiler,0,8,2019,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3.2102382934389926
453,2019-08-18,efficient boiler,0,8,2019,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3.2102382934389926
454,2019-08-25,efficient boiler,12,8,2019,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,15.210238293438993
455,2019-09-01,efficient boiler,14,9,2019,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,14.173690546352907
456,2019-09-08,efficient boiler,16,9,2019,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,16.173690546352905
457,2019-09-15,efficient boiler,10,9,2019,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,10.173690546352907
458,2019-09-22,efficient boiler,0,9,2019,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.17369054635290637
459,2019-09-29,efficient boiler,22,9,2019,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,22.173690546352905
460,2019-10-06,efficient boiler,0,10,2019,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-12.222222222222216
461,2019-10-13,efficient boiler,36,10,2019,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,23.777777777777786
462,2019-10-20,efficient boiler,0,10,2019,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-12.222222222222216
463,2019-10-27,efficient boiler,46,10,2019,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,33.777777777777786
464,2019-11-03,efficient boiler,37,11,2019,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,24.482817373561524
465,2019-11-10,efficient boiler,40,11,2019,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,27.482817373561524
466,2019-11-17,efficient boiler,23,11,2019,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10.482817373561522
467,2019-11-24,efficient boiler,25,11,2019,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12.482817373561522
468,2019-12-01,efficient boiler,38,12,2019,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,38.03336579322038
469,2019-12-08,efficient boiler,28,12,2019,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,28.033365793220383
470,2019-12-15,efficient boiler,26,12,2019,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,26.033365793220383
471,2019-12-22,efficient boiler,14,12,2019,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,14.033365793220385
472,2019-12-29,efficient boiler,31,12,2019,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,31.033365793220383
473,2020-01-05,efficient boiler,0,1,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8.881784197001252e-16
474,2020-01-12,efficient boiler,23,1,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,23.0
475,2020-01-19,efficient boiler,31,1,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,31.0
476,2020-01-26,efficient boiler,0,1,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8.881784197001252e-16
477,2020-02-02,efficient boiler,28,2,2020,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,27.683799293442647
478,2020-02-09,efficient boiler,0,2,2020,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,-0.31620070655735244
479,2020-02-16,efficient boiler,0,2,2020,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,-0.31620070655735244
480,2020-02-23,efficient boiler,20,2,2020,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,19.683799293442647
481,2020-03-01,efficient boiler,0,3,2020,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,-0.5074014131147058
482,2020-03-08,efficient boiler,28,3,2020,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,27.492598586885293
483,2020-03-15,efficient boiler,12,3,2020,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,11.492598586885293
484,2020-03-22,efficient boiler,28,3,2020,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,27.492598586885293
485,2020-03-29,efficient boiler,0,3,2020,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,-0.5074014131147058
486,2020-04-05,efficient boiler,0,4,2020,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,11.808799293442636
487,2020-04-12,efficient boiler,0,4,2020,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,11.808799293442636
488,2020-04-19,efficient boiler,12,4,2020,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,23.808799293442636
489,2020-04-26,efficient boiler,12,4,2020,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,23.808799293442636
490,2020-05-03,efficient boiler,11,5,2020,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,21.890212382943965
491,2020-05-10,efficient boiler,11,5,2020,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,21.890212382943965
492,2020-05-17,efficient boiler,0,5,2020,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,10.890212382943965
493,2020-05-24,efficient boiler,15,5,2020,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,25.890212382943965
494,2020-05-31,efficient boiler,11,5,2020,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,21.890212382943965
495,2020-06-07,efficient boiler,0,6,2020,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,14.467808193411724
496,2020-06-14,efficient boiler,15,6,2020,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,29.467808193411724
497,2020-06-21,efficient boiler,0,6,2020,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,14.467808193411724
498,2020-06-28,efficient boiler,18,6,2020,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,32.46780819341173
499,2020-07-05,efficient boiler,49,7,2020,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,61.59238439347739
500,2020-07-12,efficient boiler,0,7,2020,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,12.592384393477388
501,2020-07-19,efficient boiler,36,7,2020,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,48.59238439347739
502,2020-07-26,efficient boiler,21,7,2020,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,33.59238439347739
503,2020-08-02,efficient boiler,0,8,2020,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3.2102382934389935
504,2020-08-09,efficient boiler,14,8,2020,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,17.210238293438994
505,2020-08-16,efficient boiler,0,8,2020,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3.2102382934389935
506,2020-08-23,efficient boiler,15,8,2020,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,18.210238293438994
507,2020-08-30,efficient boiler,0,8,2020,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3.2102382934389935
508,2020-09-06,efficient boiler,0,9,2020,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.1736905463529057
509,2020-09-13,efficient boiler,12,9,2020,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,12.173690546352905
510,2020-09-20,efficient boiler,25,9,2020,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,25.173690546352905
511,2020-09-27,efficient boiler,42,9,2020,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,42.17369054635291
512,2020-10-04,efficient boiler,9,10,2020,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-3.2222222222222143
513,2020-10-11,efficient boiler,24,10,2020,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11.777777777777786
514,2020-10-18,efficient boiler,30,10,2020,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,17.777777777777786
515,2020-10-25,efficient boiler,48,10,2020,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,35.777777777777786
516,2020-11-01,efficient boiler,16,11,2020,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.48281737356152
517,2020-11-08,efficient boiler,35,11,2020,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,22.48281737356152
518,2020-11-15,efficient boiler,10,11,2020,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-2.51718262643848
519,2020-11-22,efficient boiler,20,11,2020,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7.48281737356152
520,2020-11-29,efficient boiler,27,11,2020,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,14.48281737356152
521,2020-12-06,efficient boiler,0,12,2020,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.03336579322038791
522,2020-12-13,efficient boiler,0,12,2020,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.03336579322038791
523,2020-12-20,efficient boiler,33,12,2020,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,33.03336579322039
524,2020-12-27,efficient boiler,27,12,2020,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,27.033365793220387
525,2021-01-03,efficient boiler,29,1,2021,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,29.0
526,2021-01-10,efficient boiler,43,1,2021,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,43.0
527,2021-01-17,efficient boiler,26,1,2021,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,26.0
528,2021-01-24,efficient boiler,44,1,2021,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,44.0
529,2021-01-31,efficient boiler,21,1,2021,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21.0
530,2021-02-07,efficient boiler,45,2,2021,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,44.68379929344265
531,2021-02-14,efficient boiler,26,2,2021,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,25.683799293442647
532,2021-02-21,efficient boiler,22,2,2021,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,21.683799293442647
533,2021-02-28,efficient boiler,31,2,2021,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,30.683799293442647
534,2021-03-07,efficient boiler,0,3,2021,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,-0.5074014131147049
535,2021-03-14,efficient boiler,26,3,2021,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,25.492598586885293
536,2021-03-21,efficient boiler,0,3,2021,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,-0.5074014131147049
537,2021-03-28,efficient boiler,27,3,2021,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,26.492598586885293
538,2021-04-04,efficient boiler,0,4,2021,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,11.808799293442636
539,2021-04-11,efficient boiler,20,4,2021,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,31.808799293442636
540,2021-04-18,efficient boiler,15,4,2021,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,26.808799293442636
541,2021-04-25,efficient boiler,45,4,2021,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,56.80879929344263
542,2021-05-02,efficient boiler,12,5,2021,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,22.890212382943965
543,2021-05-09,efficient boiler,28,5,2021,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,38.890212382943965
544,2021-05-16,efficient boiler,24,5,2021,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,34.890212382943965
545,2021-05-23,efficient boiler,14,5,2021,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,24.890212382943965
546,2021-05-30,efficient boiler,12,5,2021,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,22.890212382943965
547,2021-06-06,efficient boiler,0,6,2021,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,14.467808193411724
548,2021-06-13,efficient boiler,0,6,2021,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,14.467808193411724
549,2021-06-20,efficient boiler,10,6,2021,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,24.467808193411724
550,2021-06-27,efficient boiler,9,6,2021,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,23.467808193411724
551,2021-07-04,efficient boiler,0,7,2021,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,12.59238439347739
552,2021-07-11,efficient boiler,0,7,2021,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,12.59238439347739
553,2021-07-18,efficient boiler,20,7,2021,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,32.59238439347739
554,2021-07-25,efficient boiler,24,7,2021,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,36.59238439347739
555,2021-08-01,efficient boiler,0,8,2021,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3.2102382934389926
556,2021-08-08,efficient boiler,23,8,2021,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,26.21023829343899
557,2021-08-15,efficient boiler,26,8,2021,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,29.21023829343899
558,2021-08-22,efficient boiler,12,8,2021,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,15.210238293438993
559,2021-08-29,efficient boiler,43,8,2021,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,46.21023829343899
560,2021-09-05,efficient boiler,0,9,2021,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.17369054635290304
561,2021-09-12,efficient boiler,12,9,2021,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,12.173690546352903
562,2021-09-19,efficient boiler,49,9,2021,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,49.1736905463529
563,2021-09-26,efficient boiler,18,9,2021,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,18.1736905463529
564,2021-10-03,efficient boiler,62,10,2021,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,49.77777777777778
565,2021-10-10,efficient boiler,55,10,2021,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,42.77777777777778
566,2021-10-17,efficient boiler,60,10,2021,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,47.77777777777778
567,2021-10-24,efficient boiler,24,10,2021,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11.77777777777778
568,2021-10-31,efficient boiler,40,10,2021,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,27.77777777777778
569,2021-11-07,efficient boiler,49,11,2021,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,36.48281737356152
570,2021-11-14,efficient boiler,40,11,2021,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,27.482817373561517
571,2021-11-21,efficient boiler,31,11,2021,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,18.482817373561517
572,2021-11-28,efficient boiler,55,11,2021,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,42.48281737356152
573,2021-12-05,efficient boiler,10,12,2021,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,10.033365793220385
574,2021-12-12,efficient boiler,0,12,2021,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.03336579322038524
575,2021-12-19,efficient boiler,19,12,2021,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,19.033365793220383
576,2021-12-26,efficient boiler,35,12,2021,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,35.03336579322038
577,2022-01-02,efficient boiler,31,1,2022,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,31.0
578,2022-01-09,efficient boiler,29,1,2022,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,29.0
579,2022-01-16,efficient boiler,29,1,2022,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,29.0
580,2022-01-23,efficient boiler,52,1,2022,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,52.0
581,2022-01-30,efficient boiler,54,1,2022,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,54.0
582,2022-02-06,efficient boiler,74,2,2022,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,73.68379929344265
583,2022-02-13,efficient boiler,44,2,2022,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,43.68379929344265
584,2022-02-20,efficient boiler,55,2,2022,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,54.68379929344265
585,2022-02-27,efficient boiler,43,2,2022,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,42.68379929344265
586,2022-03-06,efficient boiler,82,3,2022,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,81.4925985868853
587,2022-03-13,efficient boiler,47,3,2022,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,46.49259858688529
588,2022-03-20,efficient boiler,44,3,2022,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,43.49259858688529
589,2022-03-27,efficient boiler,89,3,2022,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,88.4925985868853
590,2022-04-03,efficient boiler,59,4,2022,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,70.80879929344263
591,2022-04-10,efficient boiler,0,4,2022,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,11.80879929344264
592,2022-04-17,efficient boiler,12,4,2022,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,23.80879929344264
593,2022-04-24,efficient boiler,16,4,2022,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,27.80879929344264
594,2022-05-01,efficient boiler,21,5,2022,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,31.890212382943965
595,2022-05-08,efficient boiler,44,5,2022,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,54.890212382943965
596,2022-05-15,efficient boiler,19,5,2022,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,29.890212382943965
597,2022-05-22,efficient boiler,27,5,2022,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,37.890212382943965
598,2022-05-29,efficient boiler,15,5,2022,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,25.890212382943965
599,2022-06-05,efficient boiler,26,6,2022,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,40.46780819341172
600,2022-06-12,efficient boiler,15,6,2022,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,29.46780819341172
601,2022-06-19,efficient boiler,42,6,2022,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,56.46780819341172
602,2022-06-26,efficient boiler,25,6,2022,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,39.46780819341172
603,2022-07-03,efficient boiler,0,7,2022,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,12.592384393477388
604,2022-07-10,efficient boiler,0,7,2022,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,12.592384393477388
605,2022-07-17,efficient boiler,34,7,2022,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,46.59238439347739
606,2022-07-24,efficient boiler,28,7,2022,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,40.59238439347739
607,2022-07-31,efficient boiler,41,7,2022,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,53.59238439347739
608,2022-08-07,efficient boiler,44,8,2022,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,47.21023829343899
609,2022-08-14,efficient boiler,45,8,2022,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,48.21023829343899
610,2022-08-21,efficient boiler,83,8,2022,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,86.21023829343899
611,2022-08-28,efficient boiler,100,8,2022,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,103.21023829343899
612,2022-09-04,efficient boiler,75,9,2022,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,75.1736905463529
613,2022-09-11,efficient boiler,48,9,2022,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,48.1736905463529
614,2022-09-18,efficient boiler,32,9,2022,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,32.1736905463529
615,2022-09-25,efficient boiler,72,9,2022,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,72.1736905463529
616,2022-10-02,efficient boiler,62,10,2022,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,49.777777777777786
617,2022-10-09,efficient boiler,46,10,2022,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,33.777777777777786
618,2022-10-16,efficient boiler,97,10,2022,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,84.77777777777779
619,2022-10-23,efficient boiler,25,10,2022,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12.777777777777782
620,2022-10-30,efficient boiler,61,10,2022,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,48.777777777777786
621,2022-11-06,efficient boiler,32,11,2022,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19.482817373561527
622,2022-11-13,efficient boiler,91,11,2022,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,78.48281737356153
623,2022-11-20,efficient boiler,71,11,2022,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,58.48281737356153
624,2018-12-02,energy efficient,12,12,2018,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,9.278527258284852
625,2018-12-09,energy efficient,9,12,2018,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,6.278527258284852
626,2018-12-16,energy efficient,13,12,2018,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,10.278527258284852
627,2018-12-23,energy efficient,9,12,2018,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,6.278527258284852
628,2018-12-30,energy efficient,13,12,2018,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,10.278527258284852
629,2019-01-06,energy efficient,14,1,2019,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,14.0
630,2019-01-13,energy efficient,14,1,2019,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,14.0
631,2019-01-20,energy efficient,12,1,2019,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12.0
632,2019-01-27,energy efficient,11,1,2019,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11.0
633,2019-02-03,energy efficient,13,2,2019,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,14.418327721265333
634,2019-02-10,energy efficient,10,2,2019,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,11.418327721265333
635,2019-02-17,energy efficient,8,2,2019,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,9.418327721265333
636,2019-02-24,energy efficient,14,2,2019,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,15.418327721265333
637,2019-03-03,energy efficient,9,3,2019,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,11.183877664752867
638,2019-03-10,energy efficient,9,3,2019,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,11.183877664752867
639,2019-03-17,energy efficient,8,3,2019,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,10.183877664752867
640,2019-03-24,energy efficient,9,3,2019,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,11.183877664752867
641,2019-03-31,energy efficient,10,3,2019,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,12.183877664752867
642,2019-04-07,energy efficient,9,4,2019,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,11.29332772126533
643,2019-04-14,energy efficient,9,4,2019,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,11.29332772126533
644,2019-04-21,energy efficient,8,4,2019,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,10.29332772126533
645,2019-04-28,energy efficient,12,4,2019,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,14.29332772126533
646,2019-05-05,energy efficient,10,5,2019,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,14.028042073234118
647,2019-05-12,energy efficient,11,5,2019,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,15.028042073234118
